EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,HourlyRate,JobLevel,JobRole,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobCategory,Education_Text,EnvironmentSat_Text,JobInvolvement_Text,JobSatisfaction_Text,PerformanceRating_Text,RelationshipSat_Text,WorkLifeBalance_Text
701,20,Yes,Travel_Rarely,1362,Research & Development,10,Medical,1,Male,32,1,Research Scientist,Single,1009,26999,1,Y,Yes,11,80,0,1,5,1,0,1,1,Tech,Below College,Very High,High,High,Excellent,Very High,Better
702,33,Yes,Travel_Frequently,1076,Research & Development,3,Life Sciences,1,Male,70,1,Research Scientist,Single,3348,3164,1,Y,Yes,11,80,0,10,3,10,8,9,7,Tech,Bachelor,Low,High,Low,Excellent,Low,Better
704,35,No,Non-Travel,727,Research & Development,3,Life Sciences,1,Male,41,1,Laboratory Technician,Married,1281,16900,1,Y,No,18,80,2,1,3,1,0,0,0,Tech,Bachelor,High,Medium,High,Excellent,High,Better
705,23,No,Travel_Rarely,885,Research & Development,4,Medical,1,Male,58,1,Research Scientist,Married,2819,8544,2,Y,No,16,80,1,5,3,3,2,0,2,Tech,Bachelor,Low,Very High,Low,Excellent,Low,Bestß
710,29,No,Travel_Frequently,806,Research & Development,1,Life Sciences,1,Male,76,1,Research Scientist,Divorced,2720,18959,1,Y,No,18,80,1,10,5,10,7,2,8,Tech,Master,Medium,Low,Very High,Excellent,Very High,Better
715,37,No,Travel_Rarely,1225,Research & Development,10,Life Sciences,1,Male,80,1,Research Scientist,Single,4680,15232,3,Y,No,17,80,0,4,2,1,0,0,0,Tech,College,Very High,Very High,Very High,Excellent,Low,Better
716,50,No,Travel_Rarely,1207,Research & Development,28,Medical,1,Male,74,1,Laboratory Technician,Married,3221,3297,1,Y,Yes,11,80,3,20,3,20,8,3,8,Tech,Below College,Very High,Very High,High,Excellent,High,Better
717,34,No,Travel_Rarely,1442,Research & Development,9,Medical,1,Female,46,3,Healthcare Representative,Single,8621,17654,1,Y,No,14,80,0,9,3,8,7,7,7,Tech,Bachelor,Very High,Medium,Medium,Excellent,Medium,Bestß
721,39,No,Travel_Rarely,408,Research & Development,2,Technical Degree,1,Female,80,2,Healthcare Representative,Single,4553,20978,1,Y,No,11,80,0,20,4,20,7,11,10,Tech,Master,Very High,Medium,High,Excellent,Low,Better
724,38,No,Travel_Rarely,827,Research & Development,1,Life Sciences,1,Female,33,2,Healthcare Representative,Single,7625,19383,0,Y,No,13,80,0,10,4,9,7,1,8,Tech,Master,Medium,Very High,Very High,Excellent,High,Good
741,28,Yes,Travel_Rarely,654,Research & Development,1,Life Sciences,1,Female,67,1,Research Scientist,Single,2216,3872,7,Y,Yes,13,80,0,10,4,7,7,3,7,Tech,College,Low,Low,Medium,Excellent,Very High,Better
744,44,No,Non-Travel,381,Research & Development,24,Medical,1,Male,49,1,Laboratory Technician,Single,3708,2104,2,Y,No,14,80,0,9,5,5,2,1,4,Tech,Bachelor,Low,Low,High,Excellent,High,Better
752,42,Yes,Travel_Frequently,933,Research & Development,19,Medical,1,Male,57,1,Research Scientist,Divorced,2759,20366,6,Y,Yes,12,80,0,7,2,2,2,2,2,Tech,Bachelor,High,Very High,High,Excellent,Very High,Better
757,34,No,Travel_Rarely,970,Research & Development,8,Medical,1,Female,96,2,Healthcare Representative,Single,6142,7360,3,Y,No,11,80,0,10,2,5,1,4,3,Tech,College,Medium,High,High,Excellent,Very High,Better
758,23,No,Travel_Rarely,650,Research & Development,9,Medical,1,Male,37,1,Laboratory Technician,Married,2500,4344,1,Y,No,14,80,1,5,2,4,3,0,2,Tech,Below College,Medium,High,Low,Excellent,Very High,Bestß
762,56,No,Travel_Rarely,832,Research & Development,9,Medical,1,Male,81,4,Healthcare Representative,Married,11103,20420,7,Y,No,11,80,0,30,1,10,7,1,1,Tech,Bachelor,High,High,Very High,Excellent,High,Good
763,40,No,Travel_Rarely,804,Research & Development,2,Medical,1,Female,86,1,Research Scientist,Single,2342,22929,0,Y,Yes,20,80,0,5,2,4,2,2,3,Tech,Below College,Very High,Medium,Very High,Outstandingß,Very High,Good
764,27,No,Travel_Rarely,975,Research & Development,7,Medical,1,Female,55,2,Healthcare Representative,Single,6811,23398,8,Y,No,19,80,0,9,2,7,6,0,7,Tech,Bachelor,Very High,Medium,Low,Excellent,Low,Bad
769,53,No,Travel_Rarely,346,Research & Development,6,Life Sciences,1,Male,86,2,Laboratory Technician,Single,2450,10919,2,Y,No,17,80,0,19,4,2,2,2,2,Tech,Bachelor,Very High,High,Very High,Excellent,Very High,Better
771,35,No,Non-Travel,1225,Research & Development,2,Life Sciences,1,Female,61,2,Healthcare Representative,Divorced,5093,4761,2,Y,No,11,80,1,16,2,1,0,0,0,Tech,Master,Very High,High,Low,Excellent,Low,Bestß
772,32,No,Travel_Frequently,430,Research & Development,24,Life Sciences,1,Male,80,2,Laboratory Technician,Married,5309,21146,1,Y,No,15,80,2,10,2,10,8,4,7,Tech,Master,Low,High,Very High,Excellent,Very High,Better
773,38,No,Travel_Rarely,268,Research & Development,2,Medical,1,Male,92,1,Research Scientist,Married,3057,20471,6,Y,Yes,13,80,1,6,0,1,0,0,1,Tech,Doctor,Very High,High,High,Excellent,Medium,Bad
780,33,Yes,Travel_Rarely,527,Research & Development,1,Other,1,Male,63,1,Research Scientist,Single,2686,5207,1,Y,Yes,13,80,0,10,2,10,9,7,8,Tech,Master,Very High,High,Very High,Excellent,High,Good
784,23,No,Travel_Rarely,310,Research & Development,10,Medical,1,Male,79,1,Research Scientist,Single,3505,19630,1,Y,No,18,80,0,2,3,2,2,0,2,Tech,Below College,Low,Very High,High,Excellent,Very High,Better
791,52,No,Non-Travel,715,Research & Development,19,Medical,1,Male,41,1,Research Scientist,Married,4258,26589,0,Y,No,18,80,1,5,3,4,3,1,2,Tech,Master,Very High,High,Very High,Excellent,Low,Better
792,26,No,Travel_Frequently,575,Research & Development,1,Life Sciences,1,Female,71,1,Laboratory Technician,Divorced,4364,5288,3,Y,No,14,80,1,5,2,2,2,2,0,Tech,College,Low,Low,Very High,Excellent,Low,Better
793,29,No,Travel_Rarely,657,Research & Development,27,Medical,1,Female,66,2,Healthcare Representative,Married,4335,25549,4,Y,No,12,80,1,11,3,8,7,1,1,Tech,Bachelor,Medium,High,High,Excellent,Low,Good
797,34,No,Travel_Rarely,182,Research & Development,1,Life Sciences,1,Female,72,1,Research Scientist,Single,3280,13551,2,Y,No,16,80,0,10,2,4,2,1,3,Tech,Master,Medium,Very High,Very High,Excellent,High,Better
802,37,No,Travel_Rarely,571,Research & Development,10,Life Sciences,1,Female,82,1,Research Scientist,Divorced,2782,19905,0,Y,Yes,13,80,2,6,3,5,3,4,3,Tech,Below College,Very High,High,Low,Excellent,Medium,Good
804,34,No,Travel_Rarely,121,Research & Development,2,Medical,1,Female,86,1,Research Scientist,Single,4381,7530,1,Y,No,11,80,0,6,3,6,5,1,3,Tech,Master,High,Medium,Low,Excellent,High,Better
806,30,No,Travel_Rarely,921,Research & Development,1,Life Sciences,1,Male,38,1,Laboratory Technician,Married,3833,24375,3,Y,No,21,80,2,7,2,2,2,0,2,Tech,Bachelor,Very High,Low,High,Outstandingß,High,Better
807,40,No,Travel_Frequently,791,Research & Development,2,Medical,1,Female,38,2,Healthcare Representative,Married,4244,9931,1,Y,No,24,80,1,8,2,8,7,3,7,Tech,College,High,Very High,Medium,Outstandingß,Very High,Better
811,23,Yes,Travel_Rarely,1243,Research & Development,6,Life Sciences,1,Male,63,1,Laboratory Technician,Married,1601,3445,1,Y,Yes,21,80,2,1,2,0,0,0,0,Tech,Bachelor,High,Very High,Low,Outstandingß,High,Better
812,24,No,Non-Travel,1092,Research & Development,9,Life Sciences,1,Male,60,1,Laboratory Technician,Divorced,2694,26551,1,Y,No,11,80,3,1,4,1,0,0,0,Tech,Bachelor,High,Medium,Medium,Excellent,High,Better
813,52,No,Travel_Rarely,1325,Research & Development,11,Life Sciences,1,Female,82,2,Laboratory Technician,Married,3149,21821,8,Y,No,20,80,1,9,3,5,2,1,4,Tech,Master,Very High,High,High,Outstandingß,Medium,Better
816,29,Yes,Travel_Rarely,805,Research & Development,1,Life Sciences,1,Female,36,1,Laboratory Technician,Married,2319,6689,1,Y,Yes,11,80,1,1,1,1,0,0,0,Tech,College,Medium,Medium,Low,Excellent,Very High,Better
824,29,No,Travel_Rarely,1252,Research & Development,23,Life Sciences,1,Male,81,1,Research Scientist,Married,2700,23779,1,Y,No,24,80,1,10,3,10,7,0,7,Tech,College,High,Very High,High,Outstandingß,High,Better
826,35,No,Travel_Rarely,1258,Research & Development,1,Life Sciences,1,Female,40,1,Research Scientist,Single,2506,13301,3,Y,No,13,80,0,7,0,2,2,2,2,Tech,Master,Very High,Very High,High,Excellent,High,Better
828,28,Yes,Travel_Rarely,890,Research & Development,2,Medical,1,Male,46,1,Research Scientist,Single,4382,16374,6,Y,No,17,80,0,5,3,2,2,2,1,Tech,Master,High,High,High,Excellent,Very High,Good
832,40,No,Travel_Frequently,720,Research & Development,16,Medical,1,Male,51,2,Laboratory Technician,Single,5094,11983,6,Y,No,14,80,0,10,6,1,0,0,0,Tech,Master,Low,Medium,High,Excellent,Very High,Better
834,45,No,Travel_Rarely,252,Research & Development,2,Life Sciences,1,Female,95,1,Research Scientist,Single,2274,6153,1,Y,No,14,80,0,1,3,1,0,0,0,Tech,Bachelor,Medium,Medium,High,Excellent,Very High,Better
837,38,No,Travel_Frequently,471,Research & Development,12,Life Sciences,1,Male,45,2,Healthcare Representative,Divorced,6288,4284,2,Y,No,15,80,1,13,3,4,3,1,2,Tech,Bachelor,Low,Medium,Low,Excellent,High,Good
838,34,No,Travel_Frequently,702,Research & Development,16,Life Sciences,1,Female,100,1,Research Scientist,Single,2553,8306,1,Y,No,16,80,0,6,3,5,2,1,3,Tech,Master,High,Medium,Very High,Excellent,High,Better
848,26,Yes,Travel_Frequently,887,Research & Development,5,Medical,1,Female,88,1,Research Scientist,Married,2366,20898,1,Y,Yes,14,80,1,8,2,8,7,1,7,Tech,College,High,Medium,High,Excellent,Low,Better
850,27,No,Non-Travel,443,Research & Development,3,Medical,1,Male,50,1,Research Scientist,Married,1706,16571,1,Y,No,11,80,3,0,6,0,0,0,0,Tech,Bachelor,Very High,High,Very High,Excellent,High,Good
852,44,No,Travel_Rarely,625,Research & Development,4,Medical,1,Male,50,2,Healthcare Representative,Single,5933,5197,9,Y,No,12,80,0,10,2,5,2,2,3,Tech,Bachelor,Very High,High,Medium,Excellent,Very High,Good
854,25,No,Travel_Rarely,180,Research & Development,2,Medical,1,Male,65,1,Research Scientist,Single,3424,21632,7,Y,No,13,80,0,6,3,4,3,0,1,Tech,Below College,Low,Very High,Low,Excellent,High,Good
856,35,No,Travel_Rarely,1343,Research & Development,27,Medical,1,Female,53,1,Research Scientist,Single,2559,17852,1,Y,No,11,80,0,6,3,6,5,1,1,Tech,Below College,High,Medium,Low,Excellent,Very High,Good
861,30,No,Travel_Frequently,1012,Research & Development,5,Life Sciences,1,Male,75,1,Research Scientist,Divorced,3761,2373,9,Y,No,12,80,1,10,3,5,4,0,3,Tech,Master,Medium,Medium,Very High,Excellent,Medium,Good
865,32,No,Travel_Rarely,638,Research & Development,8,Medical,1,Female,91,2,Research Scientist,Married,5175,22162,5,Y,No,12,80,1,9,3,5,3,1,3,Tech,College,High,Very High,High,Excellent,High,Good
874,44,No,Travel_Rarely,986,Research & Development,8,Life Sciences,1,Male,62,1,Laboratory Technician,Married,2818,5044,2,Y,Yes,24,80,1,10,2,3,2,0,2,Tech,Master,Low,Very High,Very High,Outstandingß,High,Good
875,42,No,Travel_Frequently,1271,Research & Development,2,Medical,1,Male,35,1,Research Scientist,Single,2515,9068,5,Y,Yes,14,80,0,8,2,2,1,2,2,Tech,Below College,Medium,High,Very High,Excellent,Very High,Better
881,35,Yes,Travel_Frequently,130,Research & Development,25,Life Sciences,1,Female,96,1,Research Scientist,Divorced,2022,16612,1,Y,Yes,19,80,1,10,3,10,2,7,8,Tech,Master,Very High,High,Medium,Excellent,Low,Good
882,32,No,Non-Travel,300,Research & Development,1,Life Sciences,1,Male,61,1,Laboratory Technician,Divorced,2314,9148,0,Y,No,12,80,1,4,2,3,0,0,2,Tech,Bachelor,Very High,High,Very High,Excellent,Medium,Better
887,49,No,Travel_Rarely,1418,Research & Development,1,Technical Degree,1,Female,36,1,Research Scientist,Married,3580,10554,2,Y,No,16,80,1,7,2,4,2,0,2,Tech,Bachelor,High,High,Low,Excellent,Medium,Better
888,24,No,Non-Travel,1269,Research & Development,4,Life Sciences,1,Male,46,1,Laboratory Technician,Married,3162,10778,0,Y,No,17,80,0,6,2,5,2,3,4,Tech,Below College,Low,Medium,Very High,Excellent,Very High,Good
894,42,No,Travel_Rarely,1265,Research & Development,3,Life Sciences,1,Female,95,2,Laboratory Technician,Married,5231,23726,2,Y,Yes,13,80,1,17,1,5,3,1,3,Tech,Bachelor,High,Very High,Very High,Excellent,Medium,Good
895,31,No,Travel_Rarely,1222,Research & Development,11,Life Sciences,1,Male,48,1,Research Scientist,Married,2356,14871,3,Y,Yes,19,80,1,8,2,6,4,0,2,Tech,Master,Very High,High,Very High,Excellent,Medium,Better
902,43,No,Travel_Frequently,422,Research & Development,1,Life Sciences,1,Female,33,2,Healthcare Representative,Married,5562,21782,4,Y,No,13,80,1,12,2,5,2,2,2,Tech,Bachelor,Very High,High,Very High,Excellent,Medium,Good
911,32,Yes,Travel_Rarely,374,Research & Development,25,Life Sciences,1,Male,87,1,Laboratory Technician,Single,2795,18016,1,Y,Yes,24,80,0,1,2,1,0,0,1,Tech,Master,Low,High,Very High,Outstandingß,High,Bad
912,29,No,Travel_Rarely,1086,Research & Development,7,Medical,1,Female,62,1,Laboratory Technician,Divorced,2532,6054,6,Y,No,14,80,3,8,5,4,3,0,3,Tech,Below College,Low,Medium,Very High,Excellent,High,Better
913,44,No,Travel_Rarely,661,Research & Development,9,Life Sciences,1,Male,61,1,Research Scientist,Married,2559,7508,1,Y,Yes,13,80,0,8,0,8,7,7,1,Tech,College,Medium,High,Low,Excellent,Very High,Better
918,58,Yes,Travel_Frequently,781,Research & Development,2,Life Sciences,1,Male,57,1,Laboratory Technician,Divorced,2380,13384,9,Y,Yes,14,80,1,3,3,1,0,0,0,Tech,Below College,Very High,Medium,Very High,Excellent,Very High,Good
923,21,Yes,Travel_Rarely,1427,Research & Development,18,Other,1,Female,65,1,Research Scientist,Single,2693,8870,1,Y,No,19,80,0,1,3,1,0,0,0,Tech,Below College,Very High,High,Very High,Excellent,Low,Good
924,36,No,Travel_Rarely,1425,Research & Development,14,Life Sciences,1,Male,68,2,Healthcare Representative,Married,6586,4821,0,Y,Yes,17,80,1,17,2,16,8,4,11,Tech,Below College,High,High,Very High,Excellent,Low,Good
927,41,Yes,Travel_Rarely,1085,Research & Development,2,Life Sciences,1,Female,57,1,Laboratory Technician,Divorced,2778,17725,4,Y,Yes,13,80,1,10,1,7,7,1,0,Tech,Master,Medium,Low,Very High,Excellent,High,Good
930,28,No,Travel_Rarely,995,Research & Development,9,Medical,1,Female,77,1,Research Scientist,Divorced,2377,9834,5,Y,No,18,80,1,6,2,2,2,2,2,Tech,Bachelor,High,High,High,Excellent,Medium,Better
932,39,Yes,Travel_Rarely,1122,Research & Development,6,Medical,1,Male,70,1,Laboratory Technician,Married,2404,4303,7,Y,Yes,21,80,0,8,2,2,2,2,2,Tech,Bachelor,Very High,High,Low,Outstandingß,Very High,Bad
933,27,No,Travel_Rarely,618,Research & Development,4,Life Sciences,1,Female,76,1,Research Scientist,Single,2318,17808,1,Y,No,19,80,0,1,2,1,1,0,0,Tech,Bachelor,Medium,High,High,Excellent,High,Better
934,34,No,Travel_Rarely,546,Research & Development,10,Life Sciences,1,Male,83,1,Laboratory Technician,Divorced,2008,6896,1,Y,No,14,80,2,1,3,1,0,1,0,Tech,Bachelor,Medium,High,Medium,Excellent,Medium,Better
939,33,No,Travel_Rarely,1198,Research & Development,1,Other,1,Male,100,1,Research Scientist,Single,2799,3339,3,Y,Yes,11,80,0,6,1,3,2,0,2,Tech,Master,High,Medium,Low,Excellent,Medium,Better
940,58,No,Travel_Rarely,1272,Research & Development,5,Technical Degree,1,Female,37,3,Healthcare Representative,Divorced,10552,9255,2,Y,Yes,13,80,1,24,3,6,0,0,4,Tech,Bachelor,High,Medium,Medium,Excellent,Very High,Better
942,35,No,Travel_Rarely,1137,Research & Development,21,Life Sciences,1,Female,51,2,Healthcare Representative,Married,4014,19170,1,Y,Yes,25,80,1,10,2,10,6,0,7,Tech,Below College,Very High,High,Very High,Outstandingß,Very High,Bad
944,49,No,Travel_Rarely,527,Research & Development,8,Other,1,Female,51,3,Laboratory Technician,Married,7403,22477,4,Y,No,11,80,1,29,3,26,9,1,7,Tech,College,Low,High,Medium,Excellent,High,Good
945,48,No,Travel_Rarely,1469,Research & Development,20,Medical,1,Male,51,1,Research Scientist,Married,2259,5543,4,Y,No,17,80,2,13,2,0,0,0,0,Tech,Master,Very High,High,High,Excellent,Low,Good
949,36,No,Travel_Rarely,188,Research & Development,7,Other,1,Male,65,1,Research Scientist,Single,4678,23293,2,Y,No,18,80,0,8,6,6,2,0,1,Tech,Master,Medium,High,Very High,Excellent,High,Better
951,32,No,Non-Travel,1184,Research & Development,1,Life Sciences,1,Female,70,1,Laboratory Technician,Married,2332,3974,6,Y,No,20,80,0,5,3,3,0,0,2,Tech,Bachelor,High,Medium,Medium,Outstandingß,High,Better
957,41,No,Travel_Rarely,263,Research & Development,6,Medical,1,Male,59,1,Laboratory Technician,Single,4721,3119,2,Y,Yes,13,80,0,20,3,18,13,2,17,Tech,Bachelor,Very High,High,Low,Excellent,High,Better
958,36,No,Travel_Rarely,938,Research & Development,2,Medical,1,Male,79,1,Laboratory Technician,Single,2519,12287,4,Y,No,21,80,0,16,6,11,8,3,9,Tech,Master,High,High,High,Outstandingß,High,Better
960,20,Yes,Travel_Rarely,129,Research & Development,4,Technical Degree,1,Male,84,1,Laboratory Technician,Single,2973,13008,1,Y,No,19,80,0,1,2,1,0,0,0,Tech,Bachelor,Low,High,Low,Excellent,Medium,Better
961,31,No,Travel_Rarely,616,Research & Development,12,Medical,1,Female,41,2,Healthcare Representative,Married,5855,17369,0,Y,Yes,11,80,2,10,2,9,7,8,5,Tech,Bachelor,Very High,High,Very High,Excellent,High,Bad
964,40,No,Travel_Frequently,1469,Research & Development,9,Medical,1,Male,35,1,Research Scientist,Divorced,3617,25063,8,Y,Yes,14,80,1,3,2,1,1,0,0,Tech,Master,Very High,High,Medium,Excellent,Very High,Better
969,33,No,Travel_Rarely,1069,Research & Development,1,Life Sciences,1,Female,42,2,Healthcare Representative,Single,6949,12291,0,Y,No,14,80,0,6,3,5,0,1,4,Tech,Bachelor,Medium,Medium,Very High,Excellent,Low,Better
972,45,No,Non-Travel,805,Research & Development,4,Life Sciences,1,Male,57,2,Laboratory Technician,Married,4447,23163,1,Y,No,12,80,0,9,5,9,7,0,8,Tech,College,High,High,Medium,Excellent,Medium,Good
977,58,Yes,Travel_Rarely,289,Research & Development,2,Technical Degree,1,Male,51,1,Research Scientist,Single,2479,26227,4,Y,No,24,80,0,7,4,1,0,0,0,Tech,Bachelor,Very High,High,High,Outstandingß,Low,Better
991,31,Yes,Non-Travel,335,Research & Development,9,Medical,1,Male,46,1,Research Scientist,Single,2321,10322,0,Y,Yes,22,80,0,4,0,3,2,1,2,Tech,College,High,Medium,Low,Outstandingß,Low,Better
994,29,Yes,Travel_Rarely,906,Research & Development,10,Life Sciences,1,Female,92,1,Research Scientist,Single,2404,11479,6,Y,Yes,20,80,0,3,5,0,0,0,0,Tech,Bachelor,Very High,Medium,Low,Outstandingß,High,Better
995,33,No,Travel_Rarely,461,Research & Development,13,Life Sciences,1,Female,53,1,Research Scientist,Single,3452,17241,3,Y,No,18,80,0,5,4,3,2,0,2,Tech,Below College,Medium,High,Very High,Excellent,Low,Better
996,45,No,Travel_Rarely,974,Research & Development,1,Medical,1,Female,91,1,Laboratory Technician,Divorced,2270,11005,3,Y,No,14,80,2,8,2,5,3,0,2,Tech,Master,Very High,High,Very High,Excellent,Very High,Better
998,33,No,Travel_Frequently,827,Research & Development,1,Other,1,Female,84,2,Healthcare Representative,Married,5488,20161,1,Y,Yes,13,80,1,6,2,6,5,1,2,Tech,Master,High,Very High,Medium,Excellent,Low,Better
1001,27,No,Travel_Rarely,1134,Research & Development,16,Technical Degree,1,Female,37,1,Laboratory Technician,Married,2811,12086,9,Y,No,14,80,1,4,2,2,2,2,2,Tech,Master,High,High,Medium,Excellent,Medium,Better
1002,45,No,Non-Travel,248,Research & Development,23,Life Sciences,1,Male,42,2,Laboratory Technician,Married,3633,14039,1,Y,Yes,15,80,1,9,2,9,8,0,8,Tech,College,Very High,High,Low,Excellent,High,Better
1004,30,Yes,Travel_Rarely,138,Research & Development,22,Life Sciences,1,Female,48,1,Research Scientist,Married,2132,11539,4,Y,Yes,11,80,0,7,2,5,2,0,1,Tech,Bachelor,Low,High,High,Excellent,Medium,Better
1006,38,No,Travel_Frequently,1391,Research & Development,10,Medical,1,Male,66,1,Research Scientist,Married,2684,12127,0,Y,No,17,80,1,3,0,2,1,0,2,Tech,Below College,High,High,High,Excellent,Medium,Good
1010,35,Yes,Travel_Rarely,622,Research & Development,14,Other,1,Male,39,1,Laboratory Technician,Divorced,3743,10074,1,Y,Yes,24,80,1,5,2,4,2,0,2,Tech,Master,High,Medium,Medium,Outstandingß,Very High,Bad
1012,18,No,Non-Travel,287,Research & Development,5,Life Sciences,1,Male,73,1,Research Scientist,Single,1051,13493,1,Y,No,15,80,0,0,2,0,0,0,0,Tech,College,Medium,High,Very High,Excellent,Very High,Better
1014,35,No,Travel_Rarely,583,Research & Development,25,Medical,1,Female,57,3,Healthcare Representative,Divorced,10388,6975,1,Y,Yes,11,80,1,16,3,16,10,10,1,Tech,Master,High,High,High,Excellent,High,Good
1016,20,Yes,Travel_Rarely,1097,Research & Development,11,Medical,1,Female,98,1,Research Scientist,Single,2600,18275,1,Y,Yes,15,80,0,1,2,1,0,0,0,Tech,Bachelor,Very High,Medium,Low,Excellent,Low,Better
1017,30,Yes,Travel_Frequently,109,Research & Development,5,Medical,1,Female,60,1,Laboratory Technician,Single,2422,25725,0,Y,No,17,80,0,4,3,3,2,1,2,Tech,Bachelor,Medium,High,Medium,Excellent,Low,Better
1019,22,No,Travel_Rarely,217,Research & Development,8,Life Sciences,1,Male,94,1,Laboratory Technician,Married,2451,6881,1,Y,No,15,80,1,4,3,4,3,1,1,Tech,Below College,Medium,Low,Low,Excellent,Low,Good
1022,48,No,Travel_Rarely,277,Research & Development,6,Life Sciences,1,Male,97,2,Healthcare Representative,Single,4240,13119,2,Y,No,13,80,0,19,0,2,2,2,2,Tech,Bachelor,Low,Medium,High,Excellent,Very High,Better
1024,48,No,Travel_Rarely,1355,Research & Development,4,Life Sciences,1,Male,78,3,Healthcare Representative,Single,10999,22245,7,Y,No,14,80,0,27,3,15,11,4,8,Tech,Master,High,Medium,High,Excellent,Medium,Better
1028,35,No,Travel_Rarely,802,Research & Development,10,Other,1,Male,45,1,Laboratory Technician,Divorced,3917,9541,1,Y,No,20,80,1,3,4,3,2,1,2,Tech,Bachelor,Medium,High,Very High,Outstandingß,Low,Good
1030,50,No,Travel_Rarely,804,Research & Development,9,Life Sciences,1,Male,64,1,Laboratory Technician,Married,2380,20165,4,Y,No,18,80,0,8,5,1,0,0,0,Tech,Bachelor,Low,High,Very High,Excellent,Medium,Better
1033,37,Yes,Travel_Rarely,1141,Research & Development,11,Medical,1,Female,61,2,Healthcare Representative,Married,4777,14382,5,Y,No,15,80,0,15,2,1,0,0,0,Tech,College,Low,Low,Medium,Excellent,Low,Bad
1034,55,No,Travel_Frequently,135,Research & Development,18,Medical,1,Male,62,2,Healthcare Representative,Married,6385,12992,3,Y,Yes,14,80,2,17,3,8,7,6,7,Tech,Master,High,High,Medium,Excellent,Very High,Better
1042,36,Yes,Travel_Rarely,885,Research & Development,16,Life Sciences,1,Female,43,1,Laboratory Technician,Single,2743,8269,1,Y,No,16,80,0,18,1,17,13,15,14,Tech,Master,High,Very High,Low,Excellent,High,Better
1046,32,No,Non-Travel,1109,Research & Development,29,Medical,1,Female,69,1,Laboratory Technician,Single,4025,11135,9,Y,No,12,80,0,10,2,8,7,7,7,Tech,Master,Very High,High,High,Excellent,Medium,Better
1052,36,Yes,Travel_Rarely,660,Research & Development,15,Other,1,Male,81,2,Laboratory Technician,Divorced,4834,7858,7,Y,No,14,80,1,9,3,1,0,0,0,Tech,Bachelor,Low,High,High,Excellent,Medium,Good
1053,26,Yes,Travel_Frequently,342,Research & Development,2,Life Sciences,1,Male,57,1,Research Scientist,Married,2042,15346,6,Y,Yes,14,80,1,6,2,3,2,1,2,Tech,Bachelor,Low,High,Low,Excellent,Medium,Better
1060,38,No,Travel_Frequently,1186,Research & Development,3,Other,1,Male,44,1,Research Scientist,Married,2821,2997,3,Y,No,16,80,1,8,2,2,2,2,2,Tech,Master,High,High,High,Excellent,Low,Better
1062,37,No,Travel_Rarely,124,Research & Development,3,Other,1,Female,35,2,Healthcare Representative,Single,4107,13848,3,Y,No,15,80,0,8,3,4,3,0,1,Tech,Bachelor,Very High,High,Medium,Excellent,Low,Good
1068,26,No,Travel_Frequently,921,Research & Development,1,Medical,1,Female,66,1,Research Scientist,Divorced,2007,25265,1,Y,No,13,80,2,5,5,5,3,1,3,Tech,Below College,Low,Medium,High,Excellent,High,Better
1071,56,No,Travel_Frequently,1240,Research & Development,9,Medical,1,Female,63,1,Research Scientist,Married,2942,12154,2,Y,No,19,80,1,18,4,5,4,0,3,Tech,Bachelor,Low,High,High,Excellent,Medium,Better
1079,21,Yes,Travel_Rarely,1334,Research & Development,10,Life Sciences,1,Female,36,1,Laboratory Technician,Single,1416,17258,1,Y,No,13,80,0,1,6,1,0,1,0,Tech,Bachelor,High,Medium,Low,Excellent,Low,Good
1080,46,No,Travel_Rarely,1003,Research & Development,8,Life Sciences,1,Female,74,2,Research Scientist,Divorced,4615,21029,8,Y,Yes,23,80,3,19,2,16,13,1,7,Tech,Master,Very High,Medium,Low,Outstandingß,Low,Better
1081,51,Yes,Travel_Rarely,1323,Research & Development,4,Life Sciences,1,Male,34,1,Research Scientist,Married,2461,10332,9,Y,Yes,12,80,3,18,2,10,0,2,7,Tech,Master,Low,High,High,Excellent,High,Bestß
1082,28,Yes,Non-Travel,1366,Research & Development,24,Technical Degree,1,Male,72,3,Healthcare Representative,Single,8722,12355,1,Y,No,12,80,0,10,2,10,7,1,9,Tech,College,Medium,Medium,Low,Excellent,Low,Good
1083,26,No,Travel_Rarely,192,Research & Development,1,Medical,1,Male,59,1,Laboratory Technician,Married,3955,11141,1,Y,No,16,80,2,6,2,5,3,1,3,Tech,College,Low,Medium,Low,Excellent,Low,Better
1085,41,No,Travel_Rarely,509,Research & Development,7,Technical Degree,1,Female,43,1,Research Scientist,Married,3376,18863,1,Y,No,13,80,0,10,3,10,6,0,8,Tech,College,Medium,Very High,High,Excellent,High,Better
1088,38,No,Travel_Rarely,330,Research & Development,17,Life Sciences,1,Female,65,3,Healthcare Representative,Married,8823,24608,0,Y,No,18,80,1,20,4,19,9,1,9,Tech,Below College,High,Medium,High,Excellent,Low,Good
