EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
811,23,Yes,Travel_Rarely,1243,Research & Development,6,Bachelor,Life Sciences,High,Male,63,Very High,1,Laboratory Technician,Low,Married,1601,3445,1,Yes,21,Outstanding,3,2,1,2,Better,0,0,0,0
812,24,No,Non-Travel,1092,Research & Development,9,Bachelor,Life Sciences,High,Male,60,Medium,1,Laboratory Technician,Medium,Divorced,2694,26551,1,No,11,Excellent,3,3,1,4,Better,1,0,0,0
813,52,No,Travel_Rarely,1325,Research & Development,11,Master,Life Sciences,Very High,Female,82,High,2,Laboratory Technician,High,Married,3149,21821,8,No,20,Outstanding,2,1,9,3,Better,5,2,1,4
816,29,Yes,Travel_Rarely,805,Research & Development,1,College,Life Sciences,Medium,Female,36,Medium,1,Laboratory Technician,Low,Married,2319,6689,1,Yes,11,Excellent,4,1,1,1,Better,1,0,0,0
824,29,No,Travel_Rarely,1252,Research & Development,23,College,Life Sciences,High,Male,81,Very High,1,Research Scientist,High,Married,2700,23779,1,No,24,Outstanding,3,1,10,3,Better,10,7,0,7
826,35,No,Travel_Rarely,1258,Research & Development,1,Master,Life Sciences,Very High,Female,40,Very High,1,Research Scientist,High,Single,2506,13301,3,No,13,Excellent,3,0,7,0,Better,2,2,2,2
828,28,Yes,Travel_Rarely,890,Research & Development,2,Master,Medical,High,Male,46,High,1,Research Scientist,High,Single,4382,16374,6,No,17,Excellent,4,0,5,3,Good,2,2,2,1
832,40,No,Travel_Frequently,720,Research & Development,16,Master,Medical,Low,Male,51,Medium,2,Laboratory Technician,High,Single,5094,11983,6,No,14,Excellent,4,0,10,6,Better,1,0,0,0
834,45,No,Travel_Rarely,252,Research & Development,2,Bachelor,Life Sciences,Medium,Female,95,Medium,1,Research Scientist,High,Single,2274,6153,1,No,14,Excellent,4,0,1,3,Better,1,0,0,0
837,38,No,Travel_Frequently,471,Research & Development,12,Bachelor,Life Sciences,Low,Male,45,Medium,2,Healthcare Representative,Low,Divorced,6288,4284,2,No,15,Excellent,3,1,13,3,Good,4,3,1,2
838,34,No,Travel_Frequently,702,Research & Development,16,Master,Life Sciences,High,Female,100,Medium,1,Research Scientist,Very High,Single,2553,8306,1,No,16,Excellent,3,0,6,3,Better,5,2,1,3
848,26,Yes,Travel_Frequently,887,Research & Development,5,College,Medical,High,Female,88,Medium,1,Research Scientist,High,Married,2366,20898,1,Yes,14,Excellent,1,1,8,2,Better,8,7,1,7
850,27,No,Non-Travel,443,Research & Development,3,Bachelor,Medical,Very High,Male,50,High,1,Research Scientist,Very High,Married,1706,16571,1,No,11,Excellent,3,3,0,6,Good,0,0,0,0
852,44,No,Travel_Rarely,625,Research & Development,4,Bachelor,Medical,Very High,Male,50,High,2,Healthcare Representative,Medium,Single,5933,5197,9,No,12,Excellent,4,0,10,2,Good,5,2,2,3
854,25,No,Travel_Rarely,180,Research & Development,2,Below College,Medical,Low,Male,65,Very High,1,Research Scientist,Low,Single,3424,21632,7,No,13,Excellent,3,0,6,3,Good,4,3,0,1
856,35,No,Travel_Rarely,1343,Research & Development,27,Below College,Medical,High,Female,53,Medium,1,Research Scientist,Low,Single,2559,17852,1,No,11,Excellent,4,0,6,3,Good,6,5,1,1
861,30,No,Travel_Frequently,1012,Research & Development,5,Master,Life Sciences,Medium,Male,75,Medium,1,Research Scientist,Very High,Divorced,3761,2373,9,No,12,Excellent,2,1,10,3,Good,5,4,0,3
865,32,No,Travel_Rarely,638,Research & Development,8,College,Medical,High,Female,91,Very High,2,Research Scientist,High,Married,5175,22162,5,No,12,Excellent,3,1,9,3,Good,5,3,1,3
874,44,No,Travel_Rarely,986,Research & Development,8,Master,Life Sciences,Low,Male,62,Very High,1,Laboratory Technician,Very High,Married,2818,5044,2,Yes,24,Outstanding,3,1,10,2,Good,3,2,0,2
875,42,No,Travel_Frequently,1271,Research & Development,2,Below College,Medical,Medium,Male,35,High,1,Research Scientist,Very High,Single,2515,9068,5,Yes,14,Excellent,4,0,8,2,Better,2,1,2,2
881,35,Yes,Travel_Frequently,130,Research & Development,25,Master,Life Sciences,Very High,Female,96,High,1,Research Scientist,Medium,Divorced,2022,16612,1,Yes,19,Excellent,1,1,10,3,Good,10,2,7,8
882,32,No,Non-Travel,300,Research & Development,1,Bachelor,Life Sciences,Very High,Male,61,High,1,Laboratory Technician,Very High,Divorced,2314,9148,0,No,12,Excellent,2,1,4,2,Better,3,0,0,2
887,49,No,Travel_Rarely,1418,Research & Development,1,Bachelor,Technical Degree,High,Female,36,High,1,Research Scientist,Low,Married,3580,10554,2,No,16,Excellent,2,1,7,2,Better,4,2,0,2
888,24,No,Non-Travel,1269,Research & Development,4,Below College,Life Sciences,Low,Male,46,Medium,1,Laboratory Technician,Very High,Married,3162,10778,0,No,17,Excellent,4,0,6,2,Good,5,2,3,4
894,42,No,Travel_Rarely,1265,Research & Development,3,Bachelor,Life Sciences,High,Female,95,Very High,2,Laboratory Technician,Very High,Married,5231,23726,2,Yes,13,Excellent,2,1,17,1,Good,5,3,1,3
895,31,No,Travel_Rarely,1222,Research & Development,11,Master,Life Sciences,Very High,Male,48,High,1,Research Scientist,Very High,Married,2356,14871,3,Yes,19,Excellent,2,1,8,2,Better,6,4,0,2
902,43,No,Travel_Frequently,422,Research & Development,1,Bachelor,Life Sciences,Very High,Female,33,High,2,Healthcare Representative,Very High,Married,5562,21782,4,No,13,Excellent,2,1,12,2,Good,5,2,2,2
911,32,Yes,Travel_Rarely,374,Research & Development,25,Master,Life Sciences,Low,Male,87,High,1,Laboratory Technician,Very High,Single,2795,18016,1,Yes,24,Outstanding,3,0,1,2,Bad,1,0,0,1
912,29,No,Travel_Rarely,1086,Research & Development,7,Below College,Medical,Low,Female,62,Medium,1,Laboratory Technician,Very High,Divorced,2532,6054,6,No,14,Excellent,3,3,8,5,Better,4,3,0,3
913,44,No,Travel_Rarely,661,Research & Development,9,College,Life Sciences,Medium,Male,61,High,1,Research Scientist,Low,Married,2559,7508,1,Yes,13,Excellent,4,0,8,0,Better,8,7,7,1
918,58,Yes,Travel_Frequently,781,Research & Development,2,Below College,Life Sciences,Very High,Male,57,Medium,1,Laboratory Technician,Very High,Divorced,2380,13384,9,Yes,14,Excellent,4,1,3,3,Good,1,0,0,0
923,21,Yes,Travel_Rarely,1427,Research & Development,18,Below College,Other,Very High,Female,65,High,1,Research Scientist,Very High,Single,2693,8870,1,No,19,Excellent,1,0,1,3,Good,1,0,0,0
924,36,No,Travel_Rarely,1425,Research & Development,14,Below College,Life Sciences,High,Male,68,High,2,Healthcare Representative,Very High,Married,6586,4821,0,Yes,17,Excellent,1,1,17,2,Good,16,8,4,11
927,41,Yes,Travel_Rarely,1085,Research & Development,2,Master,Life Sciences,Medium,Female,57,Low,1,Laboratory Technician,Very High,Divorced,2778,17725,4,Yes,13,Excellent,3,1,10,1,Good,7,7,1,0
930,28,No,Travel_Rarely,995,Research & Development,9,Bachelor,Medical,High,Female,77,High,1,Research Scientist,High,Divorced,2377,9834,5,No,18,Excellent,2,1,6,2,Better,2,2,2,2
932,39,Yes,Travel_Rarely,1122,Research & Development,6,Bachelor,Medical,Very High,Male,70,High,1,Laboratory Technician,Low,Married,2404,4303,7,Yes,21,Outstanding,4,0,8,2,Bad,2,2,2,2
933,27,No,Travel_Rarely,618,Research & Development,4,Bachelor,Life Sciences,Medium,Female,76,High,1,Research Scientist,High,Single,2318,17808,1,No,19,Excellent,3,0,1,2,Better,1,1,0,0
934,34,No,Travel_Rarely,546,Research & Development,10,Bachelor,Life Sciences,Medium,Male,83,High,1,Laboratory Technician,Medium,Divorced,2008,6896,1,No,14,Excellent,2,2,1,3,Better,1,0,1,0
939,33,No,Travel_Rarely,1198,Research & Development,1,Master,Other,High,Male,100,Medium,1,Research Scientist,Low,Single,2799,3339,3,Yes,11,Excellent,2,0,6,1,Better,3,2,0,2
940,58,No,Travel_Rarely,1272,Research & Development,5,Bachelor,Technical Degree,High,Female,37,Medium,3,Healthcare Representative,Medium,Divorced,10552,9255,2,Yes,13,Excellent,4,1,24,3,Better,6,0,0,4
942,35,No,Travel_Rarely,1137,Research & Development,21,Below College,Life Sciences,Very High,Female,51,High,2,Healthcare Representative,Very High,Married,4014,19170,1,Yes,25,Outstanding,4,1,10,2,Bad,10,6,0,7
944,49,No,Travel_Rarely,527,Research & Development,8,College,Other,Low,Female,51,High,3,Laboratory Technician,Medium,Married,7403,22477,4,No,11,Excellent,3,1,29,3,Good,26,9,1,7
945,48,No,Travel_Rarely,1469,Research & Development,20,Master,Medical,Very High,Male,51,High,1,Research Scientist,High,Married,2259,5543,4,No,17,Excellent,1,2,13,2,Good,0,0,0,0
949,36,No,Travel_Rarely,188,Research & Development,7,Master,Other,Medium,Male,65,High,1,Research Scientist,Very High,Single,4678,23293,2,No,18,Excellent,3,0,8,6,Better,6,2,0,1
951,32,No,Non-Travel,1184,Research & Development,1,Bachelor,Life Sciences,High,Female,70,Medium,1,Laboratory Technician,Medium,Married,2332,3974,6,No,20,Outstanding,3,0,5,3,Better,3,0,0,2
957,41,No,Travel_Rarely,263,Research & Development,6,Bachelor,Medical,Very High,Male,59,High,1,Laboratory Technician,Low,Single,4721,3119,2,Yes,13,Excellent,3,0,20,3,Better,18,13,2,17
958,36,No,Travel_Rarely,938,Research & Development,2,Master,Medical,High,Male,79,High,1,Laboratory Technician,High,Single,2519,12287,4,No,21,Outstanding,3,0,16,6,Better,11,8,3,9
960,20,Yes,Travel_Rarely,129,Research & Development,4,Bachelor,Technical Degree,Low,Male,84,High,1,Laboratory Technician,Low,Single,2973,13008,1,No,19,Excellent,2,0,1,2,Better,1,0,0,0
961,31,No,Travel_Rarely,616,Research & Development,12,Bachelor,Medical,Very High,Female,41,High,2,Healthcare Representative,Very High,Married,5855,17369,0,Yes,11,Excellent,3,2,10,2,Bad,9,7,8,5
964,40,No,Travel_Frequently,1469,Research & Development,9,Master,Medical,Very High,Male,35,High,1,Research Scientist,Medium,Divorced,3617,25063,8,Yes,14,Excellent,4,1,3,2,Better,1,1,0,0
969,33,No,Travel_Rarely,1069,Research & Development,1,Bachelor,Life Sciences,Medium,Female,42,Medium,2,Healthcare Representative,Very High,Single,6949,12291,0,No,14,Excellent,1,0,6,3,Better,5,0,1,4
972,45,No,Non-Travel,805,Research & Development,4,College,Life Sciences,High,Male,57,High,2,Laboratory Technician,Medium,Married,4447,23163,1,No,12,Excellent,2,0,9,5,Good,9,7,0,8
977,58,Yes,Travel_Rarely,289,Research & Development,2,Bachelor,Technical Degree,Very High,Male,51,High,1,Research Scientist,High,Single,2479,26227,4,No,24,Outstanding,1,0,7,4,Better,1,0,0,0
991,31,Yes,Non-Travel,335,Research & Development,9,College,Medical,High,Male,46,Medium,1,Research Scientist,Low,Single,2321,10322,0,Yes,22,Outstanding,1,0,4,0,Better,3,2,1,2
994,29,Yes,Travel_Rarely,906,Research & Development,10,Bachelor,Life Sciences,Very High,Female,92,Medium,1,Research Scientist,Low,Single,2404,11479,6,Yes,20,Outstanding,3,0,3,5,Better,0,0,0,0
995,33,No,Travel_Rarely,461,Research & Development,13,Below College,Life Sciences,Medium,Female,53,High,1,Research Scientist,Very High,Single,3452,17241,3,No,18,Excellent,1,0,5,4,Better,3,2,0,2
996,45,No,Travel_Rarely,974,Research & Development,1,Master,Medical,Very High,Female,91,High,1,Laboratory Technician,Very High,Divorced,2270,11005,3,No,14,Excellent,4,2,8,2,Better,5,3,0,2
998,33,No,Travel_Frequently,827,Research & Development,1,Master,Other,High,Female,84,Very High,2,Healthcare Representative,Medium,Married,5488,20161,1,Yes,13,Excellent,1,1,6,2,Better,6,5,1,2
1001,27,No,Travel_Rarely,1134,Research & Development,16,Master,Technical Degree,High,Female,37,High,1,Laboratory Technician,Medium,Married,2811,12086,9,No,14,Excellent,2,1,4,2,Better,2,2,2,2
1002,45,No,Non-Travel,248,Research & Development,23,College,Life Sciences,Very High,Male,42,High,2,Laboratory Technician,Low,Married,3633,14039,1,Yes,15,Excellent,3,1,9,2,Better,9,8,0,8
1004,30,Yes,Travel_Rarely,138,Research & Development,22,Bachelor,Life Sciences,Low,Female,48,High,1,Research Scientist,High,Married,2132,11539,4,Yes,11,Excellent,2,0,7,2,Better,5,2,0,1
1006,38,No,Travel_Frequently,1391,Research & Development,10,Below College,Medical,High,Male,66,High,1,Research Scientist,High,Married,2684,12127,0,No,17,Excellent,2,1,3,0,Good,2,1,0,2
1010,35,Yes,Travel_Rarely,622,Research & Development,14,Master,Other,High,Male,39,Medium,1,Laboratory Technician,Medium,Divorced,3743,10074,1,Yes,24,Outstanding,4,1,5,2,Bad,4,2,0,2
1012,18,No,Non-Travel,287,Research & Development,5,College,Life Sciences,Medium,Male,73,High,1,Research Scientist,Very High,Single,1051,13493,1,No,15,Excellent,4,0,0,2,Better,0,0,0,0
1014,35,No,Travel_Rarely,583,Research & Development,25,Master,Medical,High,Female,57,High,3,Healthcare Representative,High,Divorced,10388,6975,1,Yes,11,Excellent,3,1,16,3,Good,16,10,10,1
1016,20,Yes,Travel_Rarely,1097,Research & Development,11,Bachelor,Medical,Very High,Female,98,Medium,1,Research Scientist,Low,Single,2600,18275,1,Yes,15,Excellent,1,0,1,2,Better,1,0,0,0
1017,30,Yes,Travel_Frequently,109,Research & Development,5,Bachelor,Medical,Medium,Female,60,High,1,Laboratory Technician,Medium,Single,2422,25725,0,No,17,Excellent,1,0,4,3,Better,3,2,1,2
1019,22,No,Travel_Rarely,217,Research & Development,8,Below College,Life Sciences,Medium,Male,94,Low,1,Laboratory Technician,Low,Married,2451,6881,1,No,15,Excellent,1,1,4,3,Good,4,3,1,1
1022,48,No,Travel_Rarely,277,Research & Development,6,Bachelor,Life Sciences,Low,Male,97,Medium,2,Healthcare Representative,High,Single,4240,13119,2,No,13,Excellent,4,0,19,0,Better,2,2,2,2
1024,48,No,Travel_Rarely,1355,Research & Development,4,Master,Life Sciences,High,Male,78,Medium,3,Healthcare Representative,High,Single,10999,22245,7,No,14,Excellent,2,0,27,3,Better,15,11,4,8
1028,35,No,Travel_Rarely,802,Research & Development,10,Bachelor,Other,Medium,Male,45,High,1,Laboratory Technician,Very High,Divorced,3917,9541,1,No,20,Outstanding,1,1,3,4,Good,3,2,1,2
1030,50,No,Travel_Rarely,804,Research & Development,9,Bachelor,Life Sciences,Low,Male,64,High,1,Laboratory Technician,Very High,Married,2380,20165,4,No,18,Excellent,2,0,8,5,Better,1,0,0,0
1033,37,Yes,Travel_Rarely,1141,Research & Development,11,College,Medical,Low,Female,61,Low,2,Healthcare Representative,Medium,Married,4777,14382,5,No,15,Excellent,1,0,15,2,Bad,1,0,0,0
1034,55,No,Travel_Frequently,135,Research & Development,18,Master,Medical,High,Male,62,High,2,Healthcare Representative,Medium,Married,6385,12992,3,Yes,14,Excellent,4,2,17,3,Better,8,7,6,7
1042,36,Yes,Travel_Rarely,885,Research & Development,16,Master,Life Sciences,High,Female,43,Very High,1,Laboratory Technician,Low,Single,2743,8269,1,No,16,Excellent,3,0,18,1,Better,17,13,15,14
1046,32,No,Non-Travel,1109,Research & Development,29,Master,Medical,Very High,Female,69,High,1,Laboratory Technician,High,Single,4025,11135,9,No,12,Excellent,2,0,10,2,Better,8,7,7,7
1052,36,Yes,Travel_Rarely,660,Research & Development,15,Bachelor,Other,Low,Male,81,High,2,Laboratory Technician,High,Divorced,4834,7858,7,No,14,Excellent,2,1,9,3,Good,1,0,0,0
1053,26,Yes,Travel_Frequently,342,Research & Development,2,Bachelor,Life Sciences,Low,Male,57,High,1,Research Scientist,Low,Married,2042,15346,6,Yes,14,Excellent,2,1,6,2,Better,3,2,1,2
1060,38,No,Travel_Frequently,1186,Research & Development,3,Master,Other,High,Male,44,High,1,Research Scientist,High,Married,2821,2997,3,No,16,Excellent,1,1,8,2,Better,2,2,2,2
1062,37,No,Travel_Rarely,124,Research & Development,3,Bachelor,Other,Very High,Female,35,High,2,Healthcare Representative,Medium,Single,4107,13848,3,No,15,Excellent,1,0,8,3,Good,4,3,0,1
1068,26,No,Travel_Frequently,921,Research & Development,1,Below College,Medical,Low,Female,66,Medium,1,Research Scientist,High,Divorced,2007,25265,1,No,13,Excellent,3,2,5,5,Better,5,3,1,3
1071,56,No,Travel_Frequently,1240,Research & Development,9,Bachelor,Medical,Low,Female,63,High,1,Research Scientist,High,Married,2942,12154,2,No,19,Excellent,2,1,18,4,Better,5,4,0,3
1079,21,Yes,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,High,Female,36,Medium,1,Laboratory Technician,Low,Single,1416,17258,1,No,13,Excellent,1,0,1,6,Good,1,0,1,0
1080,46,No,Travel_Rarely,1003,Research & Development,8,Master,Life Sciences,Very High,Female,74,Medium,2,Research Scientist,Low,Divorced,4615,21029,8,Yes,23,Outstanding,1,3,19,2,Better,16,13,1,7
1081,51,Yes,Travel_Rarely,1323,Research & Development,4,Master,Life Sciences,Low,Male,34,High,1,Research Scientist,High,Married,2461,10332,9,Yes,12,Excellent,3,3,18,2,Best,10,0,2,7
1082,28,Yes,Non-Travel,1366,Research & Development,24,College,Technical Degree,Medium,Male,72,Medium,3,Healthcare Representative,Low,Single,8722,12355,1,No,12,Excellent,1,0,10,2,Good,10,7,1,9
1083,26,No,Travel_Rarely,192,Research & Development,1,College,Medical,Low,Male,59,Medium,1,Laboratory Technician,Low,Married,3955,11141,1,No,16,Excellent,1,2,6,2,Better,5,3,1,3
1085,41,No,Travel_Rarely,509,Research & Development,7,College,Technical Degree,Medium,Female,43,Very High,1,Research Scientist,High,Married,3376,18863,1,No,13,Excellent,3,0,10,3,Better,10,6,0,8
1088,38,No,Travel_Rarely,330,Research & Development,17,Below College,Life Sciences,High,Female,65,Medium,3,Healthcare Representative,High,Married,8823,24608,0,No,18,Excellent,1,1,20,4,Good,19,9,1,9
1092,40,No,Travel_Rarely,1492,Research & Development,20,Master,Technical Degree,Low,Male,61,High,3,Healthcare Representative,Very High,Married,10322,26542,4,No,20,Outstanding,4,1,14,6,Better,11,10,11,1
1094,27,No,Non-Travel,1277,Research & Development,8,Doctor,Life Sciences,Low,Male,87,Low,1,Laboratory Technician,High,Married,4621,5869,1,No,19,Excellent,4,3,3,4,Better,3,2,1,2
1097,28,No,Travel_Rarely,857,Research & Development,10,Bachelor,Other,High,Female,59,High,2,Research Scientist,High,Single,3660,7909,3,No,13,Excellent,4,0,10,4,Best,8,7,1,7
1099,33,No,Travel_Rarely,654,Research & Development,5,Bachelor,Life Sciences,Very High,Male,34,Medium,3,Healthcare Representative,Very High,Divorced,7119,21214,4,No,15,Excellent,3,1,9,2,Better,3,2,1,2
1101,33,Yes,Travel_Frequently,827,Research & Development,29,Master,Medical,Low,Female,54,Medium,2,Research Scientist,High,Single,4508,3129,1,No,22,Outstanding,2,0,14,4,Better,13,7,3,8
1102,28,No,Travel_Rarely,895,Research & Development,15,College,Life Sciences,Low,Male,50,High,1,Laboratory Technician,High,Divorced,2207,22482,1,No,16,Excellent,4,1,4,5,Good,4,2,2,2
1103,34,No,Travel_Frequently,618,Research & Development,3,Below College,Life Sciences,Low,Male,45,High,2,Healthcare Representative,Very High,Single,7756,22266,0,No,17,Excellent,3,0,7,1,Good,6,2,0,4
1106,25,Yes,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,Very High,Male,32,High,1,Laboratory Technician,Very High,Married,3691,4605,1,Yes,15,Excellent,2,1,7,3,Best,7,7,5,6
1107,26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor,Medical,Low,Male,37,High,1,Laboratory Technician,High,Divorced,2377,19373,1,No,20,Outstanding,3,1,1,0,Good,1,1,0,0
1108,33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor,Medical,Low,Male,55,Medium,1,Research Scientist,Medium,Single,2313,2993,4,Yes,20,Outstanding,2,0,5,0,Better,2,2,2,2
1111,28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor,Medical,Low,Male,45,Medium,1,Laboratory Technician,Medium,Divorced,2596,7160,1,No,15,Excellent,1,2,1,2,Better,1,0,0,0
1115,34,No,Non-Travel,697,Research & Development,3,Master,Life Sciences,High,Male,40,Medium,1,Research Scientist,Very High,Married,2979,22478,3,No,17,Excellent,4,3,6,2,Better,0,0,0,0
1118,52,No,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,Medium,Male,87,High,3,Healthcare Representative,Medium,Single,10445,15322,7,No,19,Excellent,4,0,18,4,Better,8,6,4,0
1120,29,No,Travel_Rarely,1107,Research & Development,28,Master,Life Sciences,High,Female,93,High,1,Research Scientist,Very High,Divorced,2514,26968,4,No,22,Outstanding,1,1,11,1,Better,7,5,1,7
1127,39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor,Life Sciences,Low,Male,84,High,4,Healthcare Representative,Very High,Divorced,12169,13547,7,No,11,Excellent,4,3,21,4,Better,18,7,11,5
1131,21,No,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,Very High,Female,70,Medium,1,Research Scientist,Medium,Single,2070,25326,1,Yes,11,Excellent,3,0,2,6,Best,2,2,2,2
1132,39,No,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,High,Male,70,High,2,Laboratory Technician,Medium,Single,6782,8770,9,No,15,Excellent,3,0,9,2,Good,5,4,0,3
1136,28,No,Travel_Rarely,1451,Research & Development,2,Below College,Life Sciences,Low,Male,67,Medium,1,Research Scientist,Medium,Married,3201,19911,0,No,17,Excellent,1,0,6,2,Bad,5,3,0,4
1143,29,No,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,Very High,Female,61,High,1,Research Scientist,Medium,Divorced,3291,17940,0,No,14,Excellent,4,2,8,2,Good,7,5,1,1
1148,42,No,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,Medium,Male,56,Low,2,Laboratory Technician,Very High,Single,4272,9558,4,No,19,Excellent,1,0,16,3,Better,1,0,0,0
1154,28,No,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,High,Male,39,Medium,1,Research Scientist,High,Divorced,2703,22088,1,Yes,14,Excellent,4,1,3,2,Better,3,1,0,2
1156,18,Yes,Non-Travel,247,Research & Development,8,Below College,Medical,High,Male,80,High,1,Laboratory Technician,High,Single,1904,13556,1,No,12,Excellent,4,0,0,0,Better,0,0,0,0
1158,41,No,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,Medium,Male,46,High,1,Laboratory Technician,Very High,Married,4766,9051,3,Yes,11,Excellent,1,1,6,4,Better,1,0,0,0
1160,31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,High,Male,72,High,1,Laboratory Technician,High,Married,2610,6233,1,No,12,Excellent,3,1,2,5,Good,2,2,2,2
1161,37,No,Travel_Rarely,367,Research & Development,25,College,Medical,High,Female,52,Medium,2,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,Excellent,3,2,9,2,Better,6,2,1,3
1162,27,No,Travel_Rarely,199,Research & Development,6,Bachelor,Life Sciences,Very High,Male,55,Medium,1,Research Scientist,High,Married,2539,7950,1,No,13,Excellent,3,1,4,0,Better,4,2,2,2
1172,35,No,Travel_Rarely,982,Research & Development,1,Master,Medical,Very High,Male,58,Medium,1,Laboratory Technician,High,Married,2258,16340,6,No,12,Excellent,2,1,10,2,Better,8,0,1,7
1173,24,No,Travel_Rarely,477,Research & Development,24,Bachelor,Medical,Very High,Male,49,High,1,Laboratory Technician,Medium,Single,3597,6409,8,No,22,Outstanding,4,0,6,2,Better,4,3,1,2
1175,28,Yes,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,High,Female,79,High,1,Laboratory Technician,Very High,Married,2515,22955,1,Yes,11,Excellent,4,0,1,4,Good,1,1,0,0
1177,26,No,Travel_Rarely,1384,Research & Development,3,Master,Medical,Low,Male,82,Very High,1,Laboratory Technician,Very High,Married,4420,13421,1,No,22,Outstanding,2,1,8,2,Better,8,7,0,7
1180,40,No,Travel_Frequently,902,Research & Development,26,College,Medical,High,Female,92,Medium,2,Research Scientist,Very High,Married,4422,21203,3,Yes,13,Excellent,4,1,16,3,Bad,1,1,0,0
1184,34,No,Travel_Frequently,669,Research & Development,1,Bachelor,Medical,Very High,Male,97,Medium,2,Healthcare Representative,Low,Single,5343,25755,0,No,20,Outstanding,3,0,14,3,Better,13,9,4,9
1185,35,No,Travel_Frequently,636,Research & Development,4,Master,Other,Very High,Male,47,Medium,1,Laboratory Technician,Very High,Married,2376,26537,1,No,13,Excellent,2,1,2,2,Best,2,2,2,2
1192,29,No,Travel_Rarely,1401,Research & Development,6,Below College,Medical,Medium,Female,54,High,1,Laboratory Technician,Very High,Married,3131,26342,1,No,13,Excellent,1,1,10,5,Better,10,8,0,8
1193,19,No,Travel_Rarely,645,Research & Development,9,College,Life Sciences,High,Male,54,High,1,Research Scientist,Low,Single,2552,7172,1,No,25,Outstanding,3,0,1,4,Better,1,1,0,0
1195,45,No,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,Low,Female,83,High,1,Research Scientist,High,Married,4477,20100,4,Yes,19,Excellent,3,1,7,2,Good,3,2,0,2
1198,20,No,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,Low,Male,87,Medium,1,Laboratory Technician,High,Single,3033,12828,1,No,12,Excellent,1,0,2,2,Good,2,2,1,2
1200,44,Yes,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,High,Male,96,High,1,Research Scientist,High,Single,2936,10826,1,Yes,11,Excellent,3,0,6,4,Better,6,4,0,2
1202,29,No,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,Medium,Female,69,Low,1,Research Scientist,Very High,Married,2168,26933,0,Yes,18,Excellent,1,1,6,2,Good,5,4,1,3
1203,22,Yes,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,High,Male,48,Medium,1,Research Scientist,Very High,Married,2853,4223,0,Yes,11,Excellent,2,1,1,5,Better,0,0,0,0
1206,44,No,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,Very High,Male,74,Low,1,Research Scientist,High,Single,2290,4279,2,No,13,Excellent,4,0,6,3,Better,0,0,0,0
1210,41,Yes,Non-Travel,906,Research & Development,5,College,Life Sciences,Low,Male,95,Medium,1,Research Scientist,Low,Divorced,2107,20293,6,No,17,Excellent,1,1,5,2,Bad,1,0,0,0
1216,28,No,Travel_Rarely,1179,Research & Development,19,Master,Medical,Very High,Male,78,Medium,1,Laboratory Technician,Low,Married,3196,12449,1,No,12,Excellent,3,3,6,2,Better,6,5,3,3
1219,24,Yes,Travel_Rarely,984,Research & Development,17,College,Life Sciences,Very High,Female,97,High,1,Laboratory Technician,Medium,Married,2210,3372,1,No,13,Excellent,1,1,1,3,Bad,1,0,0,0
1221,36,No,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,High,Male,60,Low,1,Laboratory Technician,High,Divorced,2741,6865,1,No,14,Excellent,3,1,7,4,Better,7,7,1,7
1224,30,No,Travel_Rarely,853,Research & Development,7,Master,Life Sciences,High,Male,49,High,2,Laboratory Technician,High,Divorced,3491,11309,1,No,13,Excellent,1,3,10,4,Good,10,7,8,9
1225,44,No,Travel_Rarely,200,Research & Development,29,Master,Other,Very High,Male,32,High,2,Research Scientist,Very High,Single,4541,7744,1,No,25,Outstanding,2,0,20,3,Better,20,11,13,17
