EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,HourlyRate,JobLevel,JobRole,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobCategory,Education_Text,EnvironmentSat_Text,JobInvolvement_Text,JobSatisfaction_Text,PerformanceRating_Text,RelationshipSat_Text,WorkLifeBalance_Text
1443,47,No,Travel_Rarely,359,Research & Development,2,Medical,1,Female,82,4,Research Director,Married,17169,26703,3,Y,No,19,80,2,26,2,20,17,5,6,Leadership,Master,Low,High,High,Excellent,Medium,Bestß
1459,31,Yes,Travel_Frequently,1445,Research & Development,1,Life Sciences,1,Female,100,3,Manufacturing Director,Single,7446,8931,1,Y,No,11,80,0,10,2,10,8,4,7,Leadership,Doctor,High,Very High,Medium,Excellent,Low,Better
1465,45,No,Travel_Rarely,1448,Research & Development,29,Technical Degree,1,Male,55,3,Manufacturing Director,Married,9380,14720,4,Y,Yes,18,80,2,10,4,3,1,1,2,Leadership,Bachelor,Medium,High,Very High,Excellent,Very High,Bestß
1468,40,No,Non-Travel,218,Research & Development,8,Medical,1,Male,55,3,Research Director,Divorced,13757,25178,2,Y,No,11,80,1,16,5,9,8,4,8,Leadership,Below College,Very High,Medium,Medium,Excellent,High,Better
1472,53,No,Travel_Rarely,447,Research & Development,2,Medical,1,Male,39,4,Research Director,Single,16598,19764,4,Y,No,12,80,0,35,2,9,8,8,8,Leadership,Bachelor,Very High,Very High,Medium,Excellent,Medium,Good
1485,34,No,Travel_Frequently,829,Research & Development,15,Medical,1,Male,71,4,Research Director,Divorced,17007,11929,7,Y,No,14,80,2,16,3,14,8,6,9,Leadership,Bachelor,Medium,High,Low,Excellent,Very High,Good
1496,44,No,Travel_Frequently,1193,Research & Development,2,Medical,1,Male,86,3,Manufacturing Director,Single,10209,19719,5,Y,Yes,18,80,0,16,2,2,2,2,2,Leadership,Below College,Medium,High,High,Excellent,Medium,Good
1514,28,No,Travel_Rarely,1083,Research & Development,29,Life Sciences,1,Male,96,2,Manufacturing Director,Married,6549,3173,1,Y,No,14,80,2,8,2,8,6,1,7,Leadership,Below College,High,Low,Medium,Excellent,Medium,Good
1516,32,No,Travel_Rarely,495,Research & Development,10,Medical,1,Male,64,3,Manager,Single,11244,21072,2,Y,No,25,80,0,10,5,5,2,0,0,Leadership,Bachelor,High,High,Very High,Outstandingß,Medium,Bestß
1520,54,No,Travel_Frequently,1050,Research & Development,11,Medical,1,Female,87,4,Manager,Divorced,16032,24456,3,Y,No,20,80,1,26,2,14,9,1,12,Leadership,Master,Medium,High,Very High,Outstandingß,Low,Better
1523,44,No,Travel_Rarely,136,Research & Development,28,Life Sciences,1,Male,32,4,Research Director,Married,16328,22074,3,Y,No,13,80,1,24,1,20,6,14,17,Leadership,Bachelor,Very High,High,Low,Excellent,High,Bestß
1525,39,No,Travel_Rarely,1089,Research & Development,6,Life Sciences,1,Female,32,3,Manufacturing Director,Single,8376,9150,4,Y,No,18,80,0,9,3,2,0,2,2,Leadership,Bachelor,Medium,High,Medium,Excellent,Very High,Better
1527,46,No,Travel_Rarely,228,Sales,3,Life Sciences,1,Female,51,4,Manager,Married,16606,11380,8,Y,No,12,80,1,23,2,13,12,5,1,Leadership,Bachelor,High,High,Medium,Excellent,Very High,Bestß
1539,50,No,Travel_Frequently,333,Research & Development,22,Medical,1,Male,88,4,Research Director,Single,14411,24450,1,Y,Yes,13,80,0,32,2,32,6,13,9,Leadership,Doctor,High,Low,Very High,Excellent,Very High,Better
1545,33,No,Travel_Rarely,575,Research & Development,25,Life Sciences,1,Male,44,2,Manufacturing Director,Single,4320,24152,1,Y,No,13,80,0,5,2,5,3,0,2,Leadership,Bachelor,Very High,Medium,Medium,Excellent,Very High,Better
1550,40,No,Travel_Rarely,898,Human Resources,6,Medical,1,Male,38,4,Manager,Single,16437,17381,1,Y,Yes,21,80,0,21,2,21,7,7,7,Leadership,College,High,High,Very High,Outstandingß,Very High,Better
1572,53,Yes,Travel_Rarely,607,Research & Development,2,Technical Degree,1,Female,78,3,Manufacturing Director,Married,10169,14618,0,Y,No,16,80,1,34,4,33,7,1,9,Leadership,Doctor,High,Medium,Very High,Excellent,Medium,Better
1573,38,Yes,Travel_Rarely,903,Research & Development,2,Medical,1,Male,81,2,Manufacturing Director,Married,4855,7653,4,Y,No,11,80,2,7,2,5,2,1,4,Leadership,Bachelor,High,High,Medium,Excellent,Low,Better
1578,55,No,Travel_Rarely,685,Sales,26,Marketing,1,Male,60,5,Manager,Married,19586,23037,1,Y,No,21,80,1,36,3,36,6,2,13,Leadership,Doctor,High,Medium,Very High,Outstandingß,High,Better
1591,50,No,Travel_Rarely,264,Sales,9,Marketing,1,Male,59,5,Manager,Married,19331,19519,4,Y,Yes,16,80,1,27,2,1,0,0,0,Leadership,Bachelor,High,High,High,Excellent,High,Better
1595,42,No,Travel_Rarely,1059,Research & Development,9,Other,1,Male,93,5,Manager,Single,19613,26362,8,Y,No,22,80,0,24,2,1,0,0,1,Leadership,College,Very High,Medium,Very High,Outstandingß,Very High,Better
1602,46,No,Travel_Rarely,563,Sales,1,Life Sciences,1,Male,56,4,Manager,Single,17567,3156,1,Y,No,15,80,0,27,5,26,0,0,12,Leadership,Master,Very High,Very High,Low,Excellent,Medium,Bad
1608,44,No,Travel_Rarely,1313,Research & Development,7,Medical,1,Female,31,5,Research Director,Divorced,19049,3549,0,Y,Yes,14,80,1,23,4,22,7,1,10,Leadership,Bachelor,Medium,High,Very High,Excellent,Very High,Good
1614,36,No,Travel_Rarely,559,Research & Development,12,Life Sciences,1,Female,76,2,Manufacturing Director,Married,4663,12421,9,Y,Yes,12,80,2,7,2,3,2,1,1,Leadership,Master,High,High,High,Excellent,Medium,Better
1615,34,No,Travel_Frequently,426,Research & Development,10,Life Sciences,1,Male,42,2,Manufacturing Director,Divorced,4724,17000,1,Y,No,13,80,1,9,3,9,7,7,2,Leadership,Master,High,Very High,Very High,Excellent,Low,Better
1618,39,No,Travel_Rarely,1387,Research & Development,10,Medical,1,Male,76,2,Manufacturing Director,Married,5377,3835,2,Y,No,13,80,3,10,3,7,7,7,7,Leadership,Doctor,Medium,High,Low,Excellent,Very High,Better
1622,28,No,Travel_Rarely,580,Research & Development,27,Medical,1,Female,39,2,Manufacturing Director,Divorced,4877,20460,0,Y,No,21,80,1,6,5,5,3,0,0,Leadership,Bachelor,Medium,Low,Low,Outstandingß,Medium,Good
1625,47,No,Travel_Rarely,1176,Human Resources,26,Life Sciences,1,Female,98,5,Manager,Married,19658,5220,3,Y,No,11,80,1,27,2,5,2,1,0,Leadership,Master,Very High,High,High,Excellent,High,Better
1628,40,No,Travel_Rarely,884,Research & Development,15,Life Sciences,1,Female,80,3,Manufacturing Director,Married,10435,25800,1,Y,No,13,80,2,18,2,18,15,14,12,Leadership,Bachelor,Low,Medium,High,Excellent,Very High,Better
1631,37,No,Travel_Rarely,671,Research & Development,19,Life Sciences,1,Male,85,2,Manufacturing Director,Married,5768,26493,3,Y,No,17,80,3,9,2,4,3,0,2,Leadership,Bachelor,High,High,High,Excellent,Low,Good
1633,39,No,Travel_Frequently,711,Research & Development,4,Medical,1,Female,81,2,Manufacturing Director,Single,5042,3140,0,Y,No,13,80,0,10,2,9,2,3,8,Leadership,Bachelor,Low,High,High,Excellent,Very High,Bad
1635,45,No,Travel_Rarely,1329,Research & Development,2,Other,1,Female,59,2,Manufacturing Director,Divorced,5770,5388,1,Y,No,19,80,2,10,3,10,7,3,9,Leadership,College,Very High,Medium,Very High,Excellent,Low,Better
1638,38,No,Travel_Rarely,397,Research & Development,2,Medical,1,Female,54,3,Manufacturing Director,Married,7756,14199,3,Y,Yes,19,80,1,10,6,5,4,0,2,Leadership,College,Very High,Medium,High,Excellent,Very High,Bestß
1641,40,No,Travel_Rarely,448,Research & Development,16,Life Sciences,1,Female,84,3,Manufacturing Director,Single,7945,19948,6,Y,Yes,15,80,0,18,2,4,2,3,3,Leadership,Bachelor,High,High,Very High,Excellent,Very High,Good
1644,48,No,Travel_Frequently,365,Research & Development,4,Medical,1,Male,89,4,Manager,Married,15202,5602,2,Y,No,25,80,1,23,3,2,2,2,2,Leadership,Doctor,High,Medium,Very High,Outstandingß,Medium,Better
1653,25,No,Travel_Frequently,772,Research & Development,2,Life Sciences,1,Male,77,2,Manufacturing Director,Divorced,5206,4973,1,Y,No,17,80,2,7,6,7,7,0,7,Leadership,Below College,Very High,Very High,High,Excellent,High,Better
1654,39,No,Travel_Rarely,492,Research & Development,12,Medical,1,Male,66,2,Manufacturing Director,Married,5295,7693,4,Y,No,21,80,0,7,3,5,4,1,0,Leadership,Bachelor,Very High,High,Medium,Outstandingß,High,Better
1655,49,No,Travel_Rarely,301,Research & Development,22,Other,1,Female,72,4,Research Director,Married,16413,3498,3,Y,No,16,80,2,27,2,4,2,1,2,Leadership,Master,Low,High,Medium,Excellent,Medium,Better
1656,50,No,Travel_Rarely,813,Research & Development,17,Life Sciences,1,Female,50,3,Research Director,Divorced,13269,21981,5,Y,No,15,80,3,19,3,14,11,1,11,Leadership,Doctor,Very High,Medium,Low,Excellent,High,Better
1662,36,No,Non-Travel,894,Research & Development,1,Medical,1,Female,33,2,Manufacturing Director,Married,4374,15411,0,Y,No,15,80,0,4,6,3,2,1,2,Leadership,Master,Very High,Medium,High,Excellent,High,Better
1665,54,No,Travel_Rarely,584,Research & Development,22,Medical,1,Female,91,4,Manager,Married,17426,18685,3,Y,No,25,80,1,36,6,10,8,4,7,Leadership,Doctor,Medium,High,High,Outstandingß,High,Better
1666,43,No,Travel_Rarely,1291,Research & Development,15,Life Sciences,1,Male,65,4,Research Director,Married,17603,3525,1,Y,No,24,80,1,14,3,14,10,6,11,Leadership,College,High,Medium,High,Outstandingß,Low,Better
1676,47,No,Travel_Rarely,1225,Sales,2,Life Sciences,1,Female,47,4,Manager,Divorced,15972,21086,6,Y,No,14,80,3,29,2,3,2,1,2,Leadership,Master,Medium,Very High,Medium,Excellent,High,Better
1677,49,No,Travel_Rarely,809,Research & Development,1,Life Sciences,1,Male,36,4,Manager,Single,15379,22384,4,Y,No,14,80,0,23,2,8,7,0,0,Leadership,Bachelor,High,High,High,Excellent,Low,Better
1719,45,No,Travel_Rarely,1005,Research & Development,28,Technical Degree,1,Female,48,4,Research Director,Single,16704,17119,1,Y,No,11,80,0,21,2,21,6,8,6,Leadership,College,Very High,Medium,Medium,Excellent,High,Better
1724,40,No,Travel_Rarely,369,Research & Development,8,Life Sciences,1,Female,92,2,Manufacturing Director,Married,6516,5041,2,Y,Yes,16,80,1,18,3,1,0,0,0,Leadership,College,Medium,High,Low,Excellent,Medium,Better
1728,35,No,Travel_Rarely,1370,Research & Development,27,Life Sciences,1,Male,49,2,Manufacturing Director,Married,6883,5151,2,Y,No,16,80,1,17,3,7,7,0,7,Leadership,Master,Very High,High,High,Excellent,Medium,Better
1736,31,No,Travel_Frequently,163,Research & Development,24,Technical Degree,1,Female,30,2,Manufacturing Director,Single,5238,6670,2,Y,No,20,80,0,9,3,5,4,1,4,Leadership,Below College,Very High,High,Very High,Outstandingß,Very High,Good
1740,40,No,Travel_Rarely,611,Sales,7,Medical,1,Male,88,5,Manager,Single,19833,4349,1,Y,No,14,80,0,21,3,21,8,12,8,Leadership,Master,Medium,High,Medium,Excellent,Medium,Good
1770,55,No,Travel_Rarely,478,Research & Development,2,Medical,1,Male,60,5,Research Director,Married,19038,19805,8,Y,No,12,80,3,34,2,1,0,0,0,Leadership,Bachelor,High,Medium,Low,Excellent,Medium,Better
1775,53,No,Non-Travel,661,Research & Development,1,Medical,1,Female,60,4,Manufacturing Director,Married,12965,22308,4,Y,Yes,20,80,3,27,2,3,2,0,2,Leadership,Master,Low,Medium,High,Outstandingß,Very High,Good
1786,51,No,Travel_Rarely,942,Research & Development,3,Technical Degree,1,Female,53,3,Manager,Married,13116,22984,2,Y,No,11,80,0,15,2,2,2,2,2,Leadership,Bachelor,Low,High,High,Excellent,Very High,Better
1789,46,No,Travel_Rarely,734,Research & Development,2,Medical,1,Male,46,5,Research Director,Divorced,19328,14218,7,Y,Yes,17,80,1,24,3,2,1,2,2,Leadership,Master,High,High,Very High,Excellent,High,Better
1800,39,No,Travel_Rarely,1253,Research & Development,10,Medical,1,Male,65,3,Research Director,Single,13464,7914,7,Y,No,21,80,0,9,3,4,3,2,2,Leadership,Below College,High,High,High,Outstandingß,High,Better
1804,35,No,Non-Travel,1180,Research & Development,2,Medical,1,Male,90,2,Manufacturing Director,Divorced,5762,24442,2,Y,No,14,80,1,15,6,7,7,1,7,Leadership,College,Medium,High,Very High,Excellent,High,Better
1809,37,Yes,Travel_Rarely,370,Research & Development,10,Medical,1,Male,58,2,Manufacturing Director,Single,4213,4992,1,Y,No,15,80,0,10,4,10,3,0,8,Leadership,Master,Very High,High,Low,Excellent,Medium,Bad
1816,30,No,Travel_Rarely,1092,Research & Development,10,Medical,1,Female,64,3,Manufacturing Director,Single,9667,2739,9,Y,No,14,80,0,9,3,7,7,0,2,Leadership,Bachelor,Low,High,High,Excellent,Medium,Better
1824,58,No,Non-Travel,350,Sales,2,Medical,1,Male,52,4,Manager,Divorced,16291,22577,4,Y,No,22,80,1,37,0,16,9,14,14,Leadership,Bachelor,Medium,High,Medium,Outstandingß,Very High,Good
1827,47,No,Travel_Rarely,1001,Research & Development,4,Life Sciences,1,Female,92,3,Manufacturing Director,Divorced,10333,19271,8,Y,Yes,12,80,1,28,4,22,11,14,10,Leadership,Bachelor,High,Medium,Medium,Excellent,High,Better
1837,58,No,Travel_Frequently,1216,Research & Development,15,Life Sciences,1,Male,87,4,Research Director,Married,15787,21624,2,Y,Yes,14,80,0,23,3,2,2,2,2,Leadership,Master,Low,High,High,Excellent,Medium,Better
1857,46,No,Travel_Rarely,706,Research & Development,2,Life Sciences,1,Male,82,3,Manufacturing Director,Divorced,8578,19989,3,Y,No,14,80,1,12,4,9,8,4,7,Leadership,College,Very High,High,Very High,Excellent,High,Good
1866,43,No,Travel_Rarely,823,Research & Development,6,Medical,1,Female,81,5,Manager,Married,19392,22539,7,Y,No,13,80,0,21,2,16,12,6,14,Leadership,Bachelor,Low,Medium,High,Excellent,Very High,Better
1867,48,No,Travel_Rarely,1224,Research & Development,10,Life Sciences,1,Male,91,5,Research Director,Married,19665,13583,4,Y,No,12,80,0,29,3,22,10,12,9,Leadership,Bachelor,Very High,Medium,Medium,Excellent,Very High,Better
1886,35,No,Travel_Rarely,219,Research & Development,16,Other,1,Female,44,2,Manufacturing Director,Married,4788,25388,0,Y,Yes,11,80,0,4,2,3,2,0,2,Leadership,College,Very High,Medium,Medium,Excellent,Very High,Better
1888,45,No,Travel_Rarely,556,Research & Development,25,Life Sciences,1,Female,93,2,Manufacturing Director,Married,5906,23888,0,Y,No,13,80,2,10,2,9,8,3,8,Leadership,College,Medium,Medium,Very High,Excellent,Very High,Good
1892,40,No,Travel_Rarely,1137,Research & Development,1,Life Sciences,1,Male,98,4,Manager,Divorced,16823,18991,2,Y,No,11,80,1,22,3,19,7,11,16,Leadership,Master,Low,High,Low,Excellent,Low,Better
1900,48,No,Travel_Frequently,117,Research & Development,22,Medical,1,Female,58,4,Manager,Divorced,17174,2437,3,Y,No,11,80,1,24,3,22,17,4,7,Leadership,Bachelor,Very High,High,Very High,Excellent,Medium,Better
1911,42,No,Travel_Rarely,1396,Research & Development,6,Medical,1,Male,83,3,Research Director,Married,13348,14842,9,Y,No,13,80,1,18,3,13,7,5,7,Leadership,Bachelor,High,High,Low,Excellent,Medium,Bestß
1936,39,No,Travel_Rarely,867,Research & Development,9,Medical,1,Male,87,2,Manufacturing Director,Married,5151,12315,1,Y,No,25,80,1,10,3,10,0,7,9,Leadership,College,Low,High,Low,Outstandingß,Very High,Better
1938,58,No,Travel_Rarely,605,Sales,21,Life Sciences,1,Female,72,4,Manager,Married,17875,11761,4,Y,Yes,13,80,1,29,2,1,0,0,0,Leadership,Bachelor,Very High,High,Very High,Excellent,High,Good
1941,49,No,Travel_Frequently,1064,Research & Development,2,Life Sciences,1,Male,42,5,Research Director,Married,19161,13738,3,Y,No,15,80,0,28,3,5,4,4,3,Leadership,Below College,Medium,High,Very High,Excellent,Very High,Better
1966,32,No,Travel_Rarely,1373,Research & Development,5,Life Sciences,1,Male,56,2,Manufacturing Director,Single,9679,10138,8,Y,No,24,80,0,8,1,1,0,0,0,Leadership,Master,Very High,Medium,Very High,Outstandingß,Medium,Better
1973,55,No,Travel_Rarely,189,Human Resources,26,Human Resources,1,Male,71,5,Manager,Married,19636,25811,4,Y,Yes,18,80,1,35,0,10,9,1,4,Leadership,Master,High,Very High,Medium,Excellent,Low,Better
1979,31,No,Non-Travel,697,Research & Development,10,Medical,1,Female,40,3,Research Director,Married,11031,26862,4,Y,No,20,80,1,13,2,11,7,4,8,Leadership,Bachelor,High,High,High,Outstandingß,High,Bestß
1980,54,No,Travel_Rarely,157,Research & Development,10,Medical,1,Female,77,2,Manufacturing Director,Single,4440,25198,6,Y,Yes,19,80,0,9,3,5,2,1,4,Leadership,Bachelor,High,High,Low,Excellent,Very High,Better
1997,38,No,Travel_Frequently,508,Research & Development,6,Life Sciences,1,Male,72,2,Manufacturing Director,Married,5321,14284,2,Y,No,11,80,1,10,1,8,3,7,7,Leadership,Master,Low,Medium,High,Excellent,Very High,Better
2000,47,No,Non-Travel,1162,Research & Development,1,Medical,1,Female,98,3,Research Director,Married,11957,17231,0,Y,No,18,80,2,14,3,13,8,5,12,Leadership,Below College,High,High,Medium,Excellent,Low,Bad
2015,38,No,Travel_Rarely,201,Research & Development,10,Medical,1,Female,99,3,Research Director,Married,13206,3376,3,Y,No,12,80,1,20,3,18,16,1,11,Leadership,Bachelor,Medium,Low,High,Excellent,Low,Better
2017,37,No,Travel_Rarely,161,Research & Development,10,Life Sciences,1,Female,42,3,Research Director,Married,13744,15471,1,Y,Yes,25,80,1,16,2,16,11,6,8,Leadership,Bachelor,High,Very High,Very High,Outstandingß,Low,Better
2022,39,No,Non-Travel,105,Research & Development,9,Life Sciences,1,Male,87,5,Manager,Single,19431,15302,2,Y,No,13,80,0,21,3,6,0,1,3,Leadership,Bachelor,Very High,High,Very High,Excellent,High,Good
2025,36,No,Travel_Frequently,688,Research & Development,4,Life Sciences,1,Female,97,2,Manufacturing Director,Divorced,5131,9192,7,Y,No,13,80,3,18,3,4,2,0,2,Leadership,College,Very High,High,Medium,Excellent,Medium,Better
2031,42,No,Travel_Rarely,300,Research & Development,2,Life Sciences,1,Male,56,5,Manager,Married,18880,17312,5,Y,No,11,80,0,24,2,22,6,4,14,Leadership,Bachelor,Low,High,High,Excellent,Low,Good
2034,41,No,Travel_Rarely,582,Research & Development,28,Life Sciences,1,Female,60,4,Manufacturing Director,Married,13570,5640,0,Y,No,23,80,1,21,3,20,7,0,10,Leadership,Master,Low,Medium,Medium,Outstandingß,High,Better
2057,31,No,Non-Travel,325,Research & Development,5,Medical,1,Male,74,2,Manufacturing Director,Single,9936,3787,0,Y,No,19,80,0,10,2,9,4,1,7,Leadership,Bachelor,Medium,High,Low,Excellent,Medium,Better
2064,27,No,Travel_Rarely,155,Research & Development,4,Life Sciences,1,Male,87,2,Manufacturing Director,Married,6142,5174,1,Y,Yes,20,80,1,6,0,6,2,0,3,Leadership,Bachelor,Medium,Very High,Medium,Outstandingß,Medium,Better
