EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1324,31,No,Non-Travel,587,Sales,2,Master,Life Sciences,Very High,Female,57,High,3,Sales Executive,High,Divorced,9852,8935,1,Yes,19,Excellent,1,1,10,5,Good,10,8,9,6
1329,41,No,Non-Travel,256,Sales,10,College,Medical,High,Male,40,Low,2,Sales Executive,Medium,Single,6151,22074,1,No,13,Excellent,1,0,19,4,Better,19,2,11,9
1331,31,Yes,Travel_Frequently,1060,Sales,1,Bachelor,Life Sciences,Very High,Female,54,High,1,Sales Representative,Medium,Single,2302,8319,1,Yes,11,Excellent,1,0,3,2,Best,3,2,2,2
1349,41,No,Travel_Frequently,1018,Sales,1,Bachelor,Marketing,High,Female,66,High,2,Sales Executive,Low,Divorced,4103,4297,0,No,17,Excellent,4,1,10,2,Better,9,3,1,7
1355,38,No,Travel_Rarely,1009,Sales,2,College,Life Sciences,Medium,Female,31,High,2,Sales Executive,Low,Divorced,6893,19461,3,No,15,Excellent,4,1,11,3,Better,7,7,1,7
1356,34,No,Travel_Rarely,507,Sales,15,College,Medical,High,Female,66,High,2,Sales Executive,Low,Single,6125,23553,1,No,12,Excellent,4,0,10,6,Best,10,8,9,6
1362,36,No,Travel_Frequently,607,Sales,7,Bachelor,Marketing,Low,Female,83,Very High,2,Sales Executive,Low,Married,4639,2261,2,No,16,Excellent,4,1,17,2,Good,15,7,6,13
1364,27,No,Travel_Rarely,1291,Sales,11,Bachelor,Medical,High,Female,98,Very High,1,Sales Representative,Very High,Married,2534,6527,8,No,14,Excellent,2,1,5,4,Better,1,0,0,0
1371,27,No,Travel_Frequently,793,Sales,2,Below College,Life Sciences,Very High,Male,43,Low,2,Sales Executive,Very High,Single,5071,20392,3,No,20,Outstanding,2,0,8,3,Better,6,2,0,0
1372,55,Yes,Travel_Rarely,267,Sales,13,Master,Marketing,Low,Male,85,Very High,4,Sales Executive,High,Single,13695,9277,6,Yes,17,Excellent,3,0,24,2,Good,19,7,3,8
1379,31,Yes,Travel_Frequently,703,Sales,2,Bachelor,Life Sciences,High,Female,90,Medium,1,Sales Representative,Very High,Single,2785,11882,7,No,14,Excellent,3,0,3,3,Best,1,0,0,0
1380,35,Yes,Travel_Frequently,662,Sales,18,Master,Marketing,Very High,Female,67,High,2,Sales Executive,High,Married,4614,23288,0,Yes,18,Excellent,3,1,5,0,Good,4,2,3,2
1387,28,No,Travel_Rarely,736,Sales,26,Bachelor,Life Sciences,High,Male,48,Medium,2,Sales Executive,Low,Married,4724,24232,1,No,11,Excellent,3,1,5,0,Better,5,3,0,4
1390,39,No,Travel_Rarely,1498,Sales,21,Master,Life Sciences,Low,Male,44,Medium,2,Sales Executive,Very High,Married,6120,3567,3,Yes,12,Excellent,4,2,8,2,Best,5,4,1,4
1391,51,No,Travel_Frequently,541,Sales,2,Bachelor,Marketing,Medium,Male,52,High,3,Sales Executive,Medium,Married,10596,15395,2,No,11,Excellent,2,0,14,5,Better,4,2,3,2
1395,33,No,Travel_Frequently,1111,Sales,5,Below College,Life Sciences,Medium,Male,61,High,2,Sales Executive,Very High,Married,9998,19293,6,No,13,Excellent,1,0,8,2,Best,5,4,1,2
1396,32,No,Travel_Rarely,499,Sales,2,Below College,Marketing,High,Male,36,High,2,Sales Executive,Medium,Married,4078,20497,0,Yes,13,Excellent,1,3,4,3,Good,3,2,1,2
1399,25,No,Travel_Rarely,1372,Sales,18,Below College,Life Sciences,Low,Male,93,Very High,2,Sales Executive,High,Married,6232,12477,2,No,11,Excellent,2,0,6,3,Good,3,2,1,2
1403,27,No,Travel_Rarely,205,Sales,10,Bachelor,Marketing,Very High,Female,98,Medium,2,Sales Executive,Very High,Married,5769,7100,1,Yes,11,Excellent,4,0,6,3,Better,6,2,4,4
1419,29,No,Travel_Rarely,332,Human Resources,17,Bachelor,Other,Medium,Male,51,Medium,3,Human Resources,Low,Single,7988,9769,1,No,13,Excellent,1,0,10,3,Good,10,9,0,9
1425,36,No,Travel_Rarely,1174,Sales,3,Master,Marketing,Low,Female,99,High,2,Sales Executive,Medium,Single,9278,20763,3,Yes,16,Excellent,4,0,15,3,Better,5,4,0,1
1427,31,Yes,Travel_Frequently,667,Sales,1,Master,Life Sciences,Medium,Female,50,Low,1,Sales Representative,High,Single,1359,16154,1,No,12,Excellent,2,0,1,3,Better,1,0,0,0
1428,30,No,Travel_Rarely,855,Sales,7,Master,Marketing,Very High,Female,73,High,2,Sales Executive,Low,Divorced,4779,12761,7,No,14,Excellent,2,2,8,3,Better,3,2,0,2
1436,36,No,Travel_Rarely,329,Sales,16,Master,Marketing,High,Female,98,Medium,2,Sales Executive,Low,Married,5647,13494,4,No,13,Excellent,1,2,11,3,Good,3,2,0,2
1439,25,Yes,Travel_Rarely,383,Sales,9,College,Life Sciences,Low,Male,68,Medium,1,Sales Representative,Low,Married,4400,15182,3,No,12,Excellent,1,0,6,2,Better,3,2,2,2
1445,24,No,Travel_Rarely,1476,Sales,4,Below College,Medical,Very High,Female,42,High,2,Sales Executive,High,Married,4162,15211,1,Yes,12,Excellent,3,2,5,3,Better,5,4,0,3
1446,32,No,Travel_Rarely,601,Sales,7,Doctor,Marketing,Very High,Male,97,High,2,Sales Executive,Very High,Married,9204,23343,4,No,12,Excellent,3,1,7,3,Good,4,3,0,3
1453,31,No,Travel_Rarely,326,Sales,8,College,Life Sciences,Low,Male,31,High,3,Sales Executive,Very High,Divorced,10793,8386,1,No,18,Excellent,1,1,13,5,Better,13,7,9,9
1457,46,Yes,Travel_Rarely,377,Sales,9,Bachelor,Marketing,Low,Male,52,High,3,Sales Executive,Very High,Divorced,10096,15986,4,No,11,Excellent,1,1,28,1,Best,7,7,4,3
1461,31,No,Travel_Rarely,1398,Human Resources,8,College,Medical,Very High,Female,96,Very High,1,Human Resources,Medium,Single,2109,24609,9,No,18,Excellent,4,0,8,3,Better,3,2,0,2
1466,48,No,Travel_Rarely,1221,Sales,7,Bachelor,Marketing,High,Male,96,High,2,Sales Executive,Low,Divorced,5486,24795,4,No,11,Excellent,1,3,15,3,Better,2,2,2,2
1467,34,Yes,Travel_Rarely,1107,Human Resources,9,Master,Technical Degree,Low,Female,52,High,1,Human Resources,High,Married,2742,3072,1,No,15,Excellent,4,0,2,0,Better,2,2,2,2
1469,28,No,Travel_Rarely,866,Sales,5,Bachelor,Medical,Very High,Male,84,High,2,Sales Executive,Low,Single,8463,23490,0,No,18,Excellent,4,0,6,4,Better,5,4,1,3
1477,33,No,Travel_Frequently,430,Sales,7,Bachelor,Medical,Very High,Male,54,High,2,Sales Executive,Low,Married,4373,17456,0,No,14,Excellent,1,2,5,2,Better,4,3,0,3
1478,34,No,Travel_Rarely,1326,Sales,3,Bachelor,Other,Very High,Male,81,Low,2,Sales Executive,Low,Single,4759,15891,3,No,18,Excellent,4,0,15,2,Better,13,9,3,12
1479,30,No,Travel_Rarely,1358,Sales,16,Below College,Life Sciences,Very High,Male,96,High,2,Sales Executive,High,Married,5301,2939,8,No,15,Excellent,3,2,4,2,Good,2,1,2,2
1481,44,No,Travel_Frequently,383,Sales,1,Doctor,Marketing,Low,Female,79,High,2,Sales Executive,High,Married,4768,9282,7,No,12,Excellent,3,1,11,4,Good,1,0,0,0
1486,28,Yes,Travel_Frequently,1496,Sales,1,Bachelor,Technical Degree,Low,Male,92,High,1,Sales Representative,High,Married,2909,15747,3,No,15,Excellent,4,1,5,3,Best,3,2,1,2
1487,29,Yes,Travel_Frequently,115,Sales,13,Bachelor,Technical Degree,Low,Female,51,High,2,Sales Executive,Medium,Single,5765,17485,5,No,11,Excellent,1,0,7,4,Bad,5,3,0,0
1489,34,Yes,Travel_Rarely,790,Sales,24,Master,Medical,Low,Female,40,Medium,2,Sales Executive,Medium,Single,4599,7815,0,Yes,23,Outstanding,3,0,16,2,Best,15,9,10,10
1492,35,No,Travel_Rarely,660,Sales,7,Below College,Life Sciences,Very High,Male,76,High,1,Sales Representative,High,Married,2404,16192,1,No,13,Excellent,1,1,1,3,Better,1,0,0,0
1495,24,No,Non-Travel,830,Sales,13,College,Life Sciences,Very High,Female,78,High,1,Sales Representative,Medium,Married,2033,7103,1,No,13,Excellent,3,1,1,2,Better,1,0,0,0
1497,29,No,Travel_Rarely,1246,Sales,19,Bachelor,Life Sciences,High,Male,77,Medium,2,Sales Executive,High,Divorced,8620,23757,1,No,14,Excellent,3,2,10,3,Better,10,7,0,4
1499,30,No,Travel_Rarely,330,Human Resources,1,Bachelor,Life Sciences,High,Male,46,High,1,Human Resources,High,Divorced,2064,15428,0,No,21,Outstanding,1,1,6,3,Best,5,3,1,3
1503,47,No,Travel_Rarely,571,Sales,14,Bachelor,Medical,High,Female,78,High,2,Sales Executive,High,Married,4591,24200,3,Yes,17,Excellent,3,1,11,4,Good,5,4,1,2
1507,28,No,Travel_Frequently,467,Sales,7,Bachelor,Life Sciences,High,Male,55,High,2,Sales Executive,Low,Single,4898,11827,0,No,14,Excellent,4,0,5,5,Better,4,2,1,3
1535,34,No,Travel_Rarely,971,Sales,1,Bachelor,Technical Degree,Very High,Male,64,Medium,3,Sales Executive,High,Married,7083,12288,1,Yes,14,Excellent,4,0,10,3,Better,10,9,8,6
1541,34,No,Travel_Rarely,1440,Sales,7,College,Technical Degree,Medium,Male,55,High,1,Sales Representative,High,Married,2308,4944,0,Yes,25,Outstanding,2,1,12,4,Better,11,10,5,7
1548,40,No,Travel_Rarely,1342,Sales,9,College,Medical,Low,Male,47,High,2,Sales Executive,Low,Married,5473,19345,0,No,12,Excellent,4,0,9,5,Best,8,4,7,1
1554,35,No,Travel_Rarely,1402,Sales,28,Master,Life Sciences,Medium,Female,98,Medium,1,Sales Representative,High,Married,2430,26204,0,No,23,Outstanding,1,2,6,5,Better,5,3,4,2
1556,36,No,Travel_Rarely,1157,Sales,2,Master,Life Sciences,High,Male,70,High,1,Sales Representative,Very High,Single,2644,17001,3,Yes,21,Outstanding,4,0,7,3,Good,3,2,1,2
1557,48,No,Travel_Rarely,492,Sales,16,Master,Life Sciences,High,Female,96,High,2,Sales Executive,High,Divorced,6439,13693,8,No,14,Excellent,3,1,18,2,Better,8,7,7,7
1560,33,No,Travel_Rarely,1242,Sales,8,Master,Life Sciences,Low,Male,46,High,2,Sales Executive,Low,Married,6392,10589,2,No,13,Excellent,4,1,8,6,Bad,2,2,2,2
1562,30,Yes,Travel_Rarely,740,Sales,1,Bachelor,Life Sciences,Medium,Male,64,Medium,2,Sales Executive,Low,Married,9714,5323,1,No,11,Excellent,4,1,10,4,Better,10,8,6,7
1563,38,No,Travel_Frequently,888,Human Resources,10,Master,Human Resources,High,Male,71,High,2,Human Resources,High,Married,6077,14814,3,No,11,Excellent,3,0,10,2,Better,6,3,1,2
1568,30,No,Travel_Rarely,1288,Sales,29,Master,Technical Degree,High,Male,33,High,3,Sales Executive,Medium,Married,9250,17799,3,No,12,Excellent,2,1,9,3,Better,4,2,1,3
1582,38,No,Travel_Rarely,1245,Sales,14,Bachelor,Life Sciences,High,Male,80,High,2,Sales Executive,Medium,Married,9924,12355,0,No,11,Excellent,4,1,10,3,Better,9,8,7,7
1583,38,No,Travel_Rarely,437,Sales,16,Bachelor,Life Sciences,Medium,Female,90,High,2,Sales Executive,Medium,Single,4198,16379,2,No,12,Excellent,2,0,8,5,Best,3,2,1,2
1585,36,No,Travel_Rarely,884,Sales,1,Master,Life Sciences,Medium,Female,73,High,2,Sales Executive,High,Single,6815,21447,6,No,13,Excellent,1,0,15,5,Better,1,0,0,0
1588,39,No,Travel_Rarely,1462,Sales,6,Bachelor,Medical,Very High,Male,38,Very High,3,Sales Executive,High,Married,8237,4658,2,No,11,Excellent,1,1,11,3,Better,7,6,7,6
1598,40,No,Travel_Rarely,118,Sales,14,College,Life Sciences,Very High,Female,84,High,2,Sales Executive,Low,Married,4639,11262,1,No,15,Excellent,3,1,5,2,Better,5,4,1,2
1612,45,No,Non-Travel,336,Sales,26,Bachelor,Marketing,Low,Male,52,Medium,2,Sales Executive,Low,Married,4385,24162,1,No,15,Excellent,1,1,10,2,Better,10,7,4,5
1613,31,No,Travel_Frequently,715,Sales,2,Master,Other,Very High,Male,54,High,2,Sales Executive,Low,Single,5332,21602,7,No,13,Excellent,4,0,10,3,Better,5,2,0,3
1624,18,Yes,Travel_Frequently,544,Sales,3,College,Medical,Medium,Female,70,High,1,Sales Representative,Very High,Single,1569,18420,1,Yes,12,Excellent,3,0,0,2,Best,0,0,0,0
1639,35,Yes,Travel_Rarely,737,Sales,10,Bachelor,Medical,Very High,Male,55,Medium,3,Sales Executive,Low,Married,10306,21530,9,No,17,Excellent,3,0,15,3,Better,13,12,6,0
1642,44,No,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,Low,Male,37,High,2,Human Resources,Very High,Married,5743,10503,4,Yes,11,Excellent,3,0,14,3,Better,10,7,0,2
1645,35,Yes,Travel_Rarely,763,Sales,15,College,Medical,Low,Male,59,Low,2,Sales Executive,Very High,Divorced,5440,22098,6,Yes,14,Excellent,4,2,7,2,Good,2,2,2,2
1650,29,No,Travel_Rarely,469,Sales,10,Bachelor,Medical,High,Male,42,Medium,2,Sales Executive,High,Single,5869,23413,9,No,11,Excellent,3,0,8,2,Better,5,2,1,4
1657,20,No,Travel_Rarely,1141,Sales,2,Bachelor,Medical,High,Female,31,High,1,Sales Representative,High,Single,2783,13251,1,No,19,Excellent,1,0,2,3,Better,2,2,2,2
1667,35,Yes,Travel_Frequently,880,Sales,12,Master,Other,Very High,Male,36,High,2,Sales Executive,Very High,Single,4581,10414,3,Yes,24,Outstanding,1,0,13,2,Best,11,9,6,7
1669,29,No,Travel_Rarely,991,Sales,5,Bachelor,Medical,Low,Male,43,Medium,2,Sales Executive,Medium,Divorced,4187,3356,1,Yes,13,Excellent,2,1,10,3,Good,10,0,0,9
1670,33,No,Travel_Rarely,392,Sales,2,Master,Medical,Very High,Male,93,High,2,Sales Executive,Very High,Divorced,5505,3921,1,No,14,Excellent,3,2,6,5,Better,6,2,0,4
1673,31,No,Travel_Rarely,1112,Sales,5,Master,Life Sciences,Low,Female,67,High,2,Sales Executive,Very High,Married,5476,22589,1,No,11,Excellent,1,2,10,2,Better,10,0,0,2
1678,41,No,Travel_Rarely,1206,Sales,23,College,Life Sciences,Very High,Male,80,High,3,Sales Executive,High,Single,7082,11591,3,Yes,16,Excellent,4,0,21,2,Better,2,0,0,2
1680,20,No,Travel_Rarely,727,Sales,9,Below College,Life Sciences,Very High,Male,54,High,1,Sales Representative,Low,Single,2728,21082,1,No,11,Excellent,1,0,2,3,Better,2,2,0,2
1681,33,No,Non-Travel,530,Sales,16,Bachelor,Life Sciences,High,Female,36,High,2,Sales Executive,Very High,Divorced,5368,16130,1,Yes,25,Outstanding,3,1,7,2,Better,6,5,1,2
1683,44,No,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,High,Female,44,High,1,Human Resources,Very High,Divorced,3195,4167,4,Yes,18,Excellent,1,3,8,2,Better,2,2,2,2
1691,48,Yes,Travel_Frequently,708,Sales,7,College,Medical,Very High,Female,95,High,1,Sales Representative,High,Married,2655,11740,2,Yes,11,Excellent,3,2,19,3,Better,9,7,7,7
1700,37,No,Travel_Frequently,1278,Sales,1,Master,Medical,High,Male,31,Low,2,Sales Executive,Very High,Divorced,9525,7677,1,No,14,Excellent,3,2,6,2,Good,6,3,1,3
1702,23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,High,Male,99,High,1,Sales Representative,Very High,Divorced,2275,25103,1,Yes,21,Outstanding,2,1,3,2,Better,3,2,0,2
1706,43,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,Very High,Male,73,High,2,Sales Executive,Very High,Married,7847,6069,1,Yes,17,Excellent,1,1,10,3,Better,10,9,8,8
1708,41,No,Travel_Rarely,918,Sales,6,Bachelor,Marketing,Very High,Male,35,High,3,Sales Executive,High,Single,9241,15869,1,No,12,Excellent,2,0,10,3,Better,10,8,8,7
1710,36,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,High,Female,51,High,2,Sales Representative,Very High,Single,4502,7439,3,No,15,Excellent,3,0,17,2,Good,13,7,6,7
1714,24,Yes,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,Very High,Male,58,Low,1,Human Resources,High,Married,1555,11585,1,No,11,Excellent,3,1,1,2,Better,1,0,0,0
1716,47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,High,Male,82,Low,4,Sales Executive,High,Married,12936,24164,7,No,11,Excellent,3,0,25,3,Bad,23,5,14,10
1722,41,No,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,High,Male,60,Low,2,Human Resources,Medium,Married,6430,20794,6,No,19,Excellent,2,1,10,4,Better,3,2,1,2
1731,47,No,Non-Travel,543,Sales,2,Master,Marketing,High,Male,87,High,2,Sales Executive,Medium,Married,4978,3536,7,No,11,Excellent,4,1,4,3,Bad,1,0,0,0
1732,46,No,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,High,Male,74,High,3,Sales Executive,Very High,Divorced,10368,5596,4,Yes,12,Excellent,2,1,13,5,Good,10,6,0,3
1733,36,Yes,Travel_Rarely,1456,Sales,13,Doctor,Marketing,Medium,Male,96,Medium,2,Sales Executive,Low,Divorced,6134,8658,5,Yes,13,Excellent,2,3,16,3,Better,2,2,2,2
1734,32,Yes,Travel_Rarely,964,Sales,1,College,Life Sciences,Low,Male,34,Low,2,Sales Executive,Medium,Single,6735,12147,6,No,15,Excellent,2,0,10,2,Better,0,0,0,0
1739,32,No,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,Very High,Male,80,Low,3,Sales Executive,High,Married,9610,3840,3,No,13,Excellent,3,1,10,2,Bad,4,3,0,2
1744,45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,High,Female,56,Low,3,Human Resources,High,Married,9756,6595,4,No,21,Outstanding,3,2,9,2,Best,5,0,0,3
1746,24,No,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,Low,Male,59,High,1,Human Resources,Very High,Married,2145,2097,0,No,14,Excellent,4,1,3,2,Better,2,2,2,1
1747,30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,High,Female,66,Medium,1,Human Resources,Very High,Divorced,2180,9732,6,No,11,Excellent,3,1,6,0,Good,4,2,1,2
1749,31,No,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,Low,Male,51,High,2,Sales Executive,High,Married,8346,20943,1,No,19,Excellent,3,1,6,3,Better,5,2,0,2
1752,29,Yes,Travel_Rarely,428,Sales,9,Bachelor,Marketing,Medium,Female,52,Low,1,Sales Representative,Medium,Single,2760,14630,1,No,13,Excellent,3,0,2,3,Better,2,2,2,2
1754,30,No,Travel_Rarely,979,Sales,15,College,Marketing,High,Male,94,Medium,3,Sales Executive,Low,Divorced,7140,3088,2,No,11,Excellent,1,1,12,2,Better,7,7,1,7
1756,33,No,Non-Travel,1283,Sales,2,Bachelor,Marketing,Very High,Female,62,High,2,Sales Executive,Medium,Single,5147,10697,8,No,15,Excellent,4,0,13,2,Good,11,7,1,7
1757,49,No,Travel_Rarely,1313,Sales,11,Master,Marketing,Very High,Female,80,High,2,Sales Executive,Very High,Single,4507,8191,3,No,12,Excellent,3,0,8,1,Best,5,1,0,4
1758,33,Yes,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,Low,Female,74,High,3,Sales Executive,Low,Single,8564,10092,2,Yes,20,Outstanding,3,0,11,2,Good,0,0,0,0
1761,31,Yes,Travel_Rarely,1079,Sales,16,Master,Marketing,Low,Male,70,High,3,Sales Executive,High,Married,8161,19002,2,No,13,Excellent,1,3,10,2,Better,1,0,0,0
1774,34,No,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,Very High,Male,87,High,2,Sales Executive,High,Divorced,4001,12313,1,Yes,14,Excellent,3,1,15,3,Better,15,14,0,7
1778,43,No,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,Medium,Male,97,High,1,Human Resources,Very High,Single,3539,5033,0,No,13,Excellent,2,0,10,5,Better,9,7,1,8
1779,34,No,Travel_Rarely,511,Sales,3,College,Life Sciences,Very High,Female,32,Low,2,Sales Executive,Very High,Single,6029,25353,5,No,12,Excellent,1,0,6,3,Better,2,2,2,2
1780,21,Yes,Travel_Rarely,337,Sales,7,Below College,Marketing,Medium,Male,31,High,1,Sales Representative,Medium,Single,2679,4567,1,No,13,Excellent,2,0,1,3,Better,1,0,1,0
1784,31,No,Travel_Rarely,196,Sales,29,Master,Marketing,Low,Female,91,Medium,2,Sales Executive,Very High,Married,5468,13402,1,No,14,Excellent,1,2,13,3,Better,12,7,5,7
1787,37,No,Travel_Rarely,589,Sales,9,College,Marketing,Medium,Male,46,Medium,2,Sales Executive,Medium,Married,4189,8800,1,No,14,Excellent,1,2,5,2,Better,5,2,0,3
1794,37,No,Travel_Rarely,1239,Human Resources,8,College,Other,High,Male,89,High,2,Human Resources,Medium,Divorced,4071,12832,2,No,13,Excellent,3,0,19,4,Good,10,0,4,7
1797,35,Yes,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,High,Male,84,High,2,Sales Executive,Very High,Single,5813,13492,1,Yes,18,Excellent,4,0,10,2,Better,10,7,7,7
1801,46,No,Non-Travel,849,Sales,26,College,Life Sciences,Medium,Male,98,Medium,2,Sales Executive,Medium,Single,7991,25166,8,No,15,Excellent,3,0,6,3,Better,2,2,2,2
1805,38,No,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,Low,Male,100,High,1,Human Resources,Medium,Divorced,2592,7129,5,No,13,Excellent,4,3,13,3,Better,11,10,3,8
1812,39,No,Travel_Frequently,766,Sales,20,Bachelor,Life Sciences,High,Male,83,High,2,Sales Executive,Very High,Divorced,4127,19188,2,No,18,Excellent,4,1,7,6,Better,2,1,2,2
1815,41,No,Travel_Rarely,796,Sales,4,Below College,Marketing,High,Female,81,High,3,Sales Executive,High,Divorced,10447,26458,0,Yes,13,Excellent,4,1,23,3,Best,22,14,13,5
1818,26,Yes,Travel_Rarely,920,Human Resources,20,College,Medical,Very High,Female,69,High,1,Human Resources,Medium,Married,2148,6889,0,Yes,11,Excellent,3,0,6,3,Better,5,1,1,4
1823,34,No,Travel_Rarely,810,Sales,8,College,Technical Degree,Medium,Male,92,Very High,2,Sales Executive,High,Married,6799,22128,1,No,21,Outstanding,3,2,10,5,Better,10,8,4,8
1833,31,No,Travel_Frequently,1125,Sales,7,Master,Marketing,Low,Female,68,High,3,Sales Executive,Low,Married,9637,8277,2,No,14,Excellent,4,2,9,3,Better,3,2,2,2
1835,38,No,Travel_Rarely,723,Sales,2,Master,Marketing,Medium,Female,77,Low,2,Sales Representative,Very High,Married,5405,4244,2,Yes,20,Outstanding,1,2,20,4,Good,4,2,0,3
1836,26,No,Travel_Rarely,572,Sales,10,Bachelor,Medical,High,Male,46,High,2,Sales Executive,Very High,Single,4684,9125,1,No,13,Excellent,1,0,5,4,Better,5,3,1,2
1842,31,Yes,Travel_Rarely,359,Human Resources,18,Doctor,Human Resources,Very High,Male,89,Very High,1,Human Resources,Low,Married,2956,21495,0,No,17,Excellent,3,0,2,4,Better,1,0,0,0
1844,29,Yes,Travel_Rarely,350,Human Resources,13,Bachelor,Human Resources,Low,Male,56,Medium,1,Human Resources,Low,Divorced,2335,3157,4,Yes,15,Excellent,4,3,4,3,Better,2,2,2,0
1845,45,No,Non-Travel,589,Sales,2,Master,Life Sciences,High,Female,67,High,2,Sales Executive,High,Married,5154,19665,4,No,22,Outstanding,2,2,10,3,Best,8,7,5,7
1849,43,No,Travel_Frequently,1422,Sales,2,Master,Life Sciences,Low,Male,92,High,2,Sales Executive,Very High,Married,5675,19246,1,No,20,Outstanding,3,1,7,5,Better,7,7,7,7
1853,32,No,Travel_Frequently,1318,Sales,10,Master,Marketing,Very High,Male,79,High,2,Sales Executive,Very High,Single,4648,26075,8,No,13,Excellent,3,0,4,2,Best,0,0,0,0
1858,28,No,Non-Travel,280,Human Resources,1,College,Life Sciences,High,Male,43,High,1,Human Resources,Very High,Divorced,2706,10494,1,No,15,Excellent,2,1,3,2,Better,3,2,2,2
1862,32,Yes,Travel_Rarely,414,Sales,2,Master,Marketing,High,Male,82,Medium,2,Sales Executive,Medium,Single,9907,26186,7,Yes,12,Excellent,3,0,7,3,Good,2,2,2,2
1863,46,No,Travel_Rarely,1319,Sales,3,Bachelor,Technical Degree,Low,Female,45,Very High,4,Sales Executive,Low,Divorced,13225,7739,2,No,12,Excellent,4,1,25,5,Better,19,17,2,8
1864,27,No,Travel_Rarely,728,Sales,23,Below College,Medical,Medium,Female,36,Medium,2,Sales Representative,High,Married,3540,7018,1,No,21,Outstanding,4,1,9,5,Better,9,8,5,8
1865,29,No,Travel_Rarely,352,Human Resources,6,Below College,Medical,Very High,Male,87,Medium,1,Human Resources,Medium,Married,2804,15434,1,No,11,Excellent,4,0,1,3,Better,1,0,0,0
1869,46,Yes,Travel_Rarely,1254,Sales,10,Bachelor,Life Sciences,High,Female,64,High,3,Sales Executive,Medium,Married,7314,14011,5,No,21,Outstanding,3,3,14,2,Better,8,7,0,7
1875,28,No,Travel_Rarely,1172,Sales,3,Bachelor,Medical,Medium,Female,78,High,1,Sales Representative,Medium,Married,2856,3692,1,No,19,Excellent,4,1,1,3,Better,1,0,0,0
1876,30,Yes,Travel_Rarely,945,Sales,9,Bachelor,Medical,Medium,Male,89,High,1,Sales Representative,Very High,Single,1081,16019,1,No,13,Excellent,3,0,1,3,Good,1,0,0,0
1880,36,No,Travel_Rarely,1266,Sales,10,Master,Technical Degree,Medium,Female,63,Medium,2,Sales Executive,High,Married,5673,6060,1,Yes,13,Excellent,1,1,10,4,Better,10,9,1,7
1882,34,No,Travel_Rarely,1480,Sales,4,Bachelor,Life Sciences,High,Male,64,High,3,Sales Executive,Very High,Married,9713,24444,2,Yes,13,Excellent,4,3,9,3,Better,5,3,1,0
1890,36,No,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,Medium,Male,94,Medium,2,Human Resources,Very High,Single,3886,4223,1,No,21,Outstanding,4,0,10,2,Good,10,1,0,8
1898,27,No,Travel_Rarely,511,Sales,2,College,Medical,Low,Female,89,Very High,2,Sales Executive,High,Single,6500,26997,0,No,14,Excellent,2,0,9,5,Good,8,7,0,7
1908,36,No,Travel_Rarely,335,Sales,17,College,Marketing,High,Male,33,Medium,2,Sales Executive,Medium,Married,5507,16822,2,No,16,Excellent,3,2,12,1,Bad,4,2,1,3
1909,41,No,Travel_Rarely,337,Sales,8,Bachelor,Marketing,High,Female,54,High,2,Sales Executive,Medium,Married,4393,26841,5,No,21,Outstanding,3,1,14,3,Better,5,4,1,4
1912,31,No,Travel_Rarely,1079,Sales,10,College,Medical,High,Female,86,High,2,Sales Executive,Very High,Divorced,6583,20115,2,Yes,11,Excellent,4,1,8,2,Better,5,2,1,4
1915,34,No,Travel_Rarely,735,Sales,3,Below College,Medical,Very High,Female,75,Medium,2,Sales Executive,Very High,Married,8103,16495,3,Yes,12,Excellent,3,0,9,3,Good,4,2,0,1
1924,33,No,Travel_Rarely,217,Sales,10,Master,Marketing,Medium,Male,43,High,2,Sales Executive,High,Single,5487,10410,1,No,14,Excellent,2,0,10,2,Good,10,4,0,9
